customer_id,customer_name,region,customer_segment,signup_date,total_orders,customer_value
C10998,Customer_999,Bangalore,Standard,2026-01-29,6,7701.48
C10999,Customer_1000,Chennai,Basic,2023-09-26,7,8877.15
C11000,Customer_1001,Pune,Standard,2024-08-12,9,12189.72
C11001,Customer_1002,,Premium,2025-06-16,5,21898.4
C11002,Customer_1003,Delhi,Standard,2025-09-19,5,11266.32
C11003,Customer_1004,Kolkata,Standard,2023-09-06,7,5190.95
C11004,Customer_1005, ,Standard,2023-03-01,12,18191.08
C11005,Customer_1006,Hyderabad,Basic,2026-07-14,14,14129.4
C11006,Customer_1007,Bangalore,Standard,2026-05-31,7,7972.3
C11007,Customer_1008,Mumbai,Standard,2024-05-05,7,8106.13
C11008,Customer_1009,Kolkata,Premium,2023-11-21,9,13903.71
C11009,Customer_1010,Mumbai,Standard,2024-09-28,3,13032.13
C11010,Customer_1011,Kolkata,Standard,2026-02-02,4,14798.81
C11011,Customer_1012,Bangalore,Premium,2023-01-29,6,14166.05
C11012,Customer_1013,Bangalore,Standard,2026-02-05,7,1946.02
C11013,Customer_1014,Hyderabad,Standard,2025-04-15,10,8018.33
C11014,Customer_1015,Mumbai,Premium,2023-07-10,7,12856.9
C11015,Customer_1016,Chennai,Standard,2024-04-05,12,15994.29
C11016,Customer_1017,Hyderabad,Premium,2023-08-21,10,17399.35
C11017,Customer_1018,Mumbai,Basic,2025-08-03,5,11087.62
C11018,Customer_1019,Hyderabad,Basic,2023-08-29,3,5114.75
C11019,Customer_1020,Chennai,Standard,2026-08-19,12,12139.19
C11020,Customer_1021,Delhi,Basic,2023-11-12,9,9541.36
C11021,Customer_1022,Delhi,Standard,2025-10-17,7,9892.12
C11022,Customer_1023,Delhi,Standard,2024-08-20,13,10527.99
C11023,Customer_1024,Delhi,Basic,2025-11-08,9,13164.1
C11024,Customer_1025,Pune,Standard,2024-07-13,12,13188.22
C11025,Customer_1026,Kolkata, ,2025-04-30,9,14058.4
C11026,Customer_1027,Pune,Premium,2025-09-15,9,5707.14
C11027,Customer_1028,Pune,Standard,2025-08-25,9,7202.68
C11028,Customer_1029,Pune,Premium,2024-05-14,3,8389.23
C11029,Customer_1030,Delhi,Basic,2025-07-24,2,10948.64
C11030,Customer_1031,Chennai,Standard,2026-02-02,8,9100.79
C11031,Customer_1032,Bangalore,Basic,2023-10-24,4,19594.0
C11032,Customer_1033,Bangalore,Standard,2025-02-24,15,12463.62
C11033,Customer_1034,Kolkata,Standard,2024-01-26,10,12983.51
C11034,Customer_1035,Delhi,Premium,2026-05-12,8,6894.01
C11035,Customer_1036,Delhi,Standard,2025-11-06,7,18581.51
C11036,Customer_1037,Delhi, Basic ,2023-10-07,7,15383.47
C11037,Customer_1038,Hyderabad,Standard,2023-05-23,11,12916.55
C11038,Customer_1039,Mumbai,Basic,2024-07-19,8,9624.0
C11039,Customer_1040,Hyderabad,Basic,2025-04-29,7,7651.01
C11040,Customer_1041,Mumbai,Standard,2024-11-27,9,10075.42
C11041,Customer_1042,Delhi,Standard,2025-11-05,3,18381.55
C11042,Customer_1043,Delhi,Premium,2024-07-01,9,5927.32
C11043,Customer_1044,Hyderabad,Premium,2023-01-06,9,13946.46
C11044,Customer_1045,Hyderabad,Premium,2024-08-02,8,10159.7
C11045,Customer_1046,Mumbai,Standard,2024-09-03,8,7675.85
C11046,Customer_1047,Bangalore,Standard,2026-04-17,8,20251.39
C11047,Customer_1048,Mumbai,Standard,2026-04-02,11,6486.3
C11048,Customer_1049,Hyderabad,Standard,2025-09-29,10,7239.27
C11049,Customer_1050,Chennai,Standard,2023-11-01,8,6072.28
C11050,Customer_1051,Hyderabad,Standard,2025-07-03,12,7965.84
C11051,Customer_1052,Chennai,Basic,2026-01-08,10,11456.1
C11052,Customer_1053,Kolkata,Premium,2025-09-18,13,7057.9
C11053,Customer_1054,Hyderabad,Standard,2024-12-07,9,8035.92
C11054,Customer_1055,Kolkata,Basic,2024-11-11,10,12879.97
C11055,Customer_1056,Bangalore,Standard,2026-02-04,5,25785.35
C11056,Customer_1057,MUMBAI,Standard,2026-01-17,6,14435.6
C11057,Customer_1058,Chennai,Standard,2025-02-11,7,3905.47
C11058,Customer_1059, Mumbai ,Standard,2025-07-21,6,10621.35
C11059,Customer_1060,Kolkata,Premium,2024-10-21,7,6970.2
C11060,Customer_1061,Chennai,Standard,2024-01-22,10,18109.31
C11061,Customer_1062,Mumbai,Standard,2024-05-04,8,11552.94
C11062,Customer_1063,Hyderabad,Standard,2026-03-17,8,5753.82
C11063,Customer_1064,Delhi,Basic,2025-02-23,6,15021.39
C11064,Customer_1065,Kolkata,Basic,2024-04-23,5,13479.6
C11065,Customer_1066,Mumbai,Standard,2025-04-21,6,10250.33
C11066,Customer_1067,Kolkata,Basic,2023-03-31,5,9767.75
C11067,Customer_1068,Pune,Standard,2024-10-13,8,8849.46
C11068,Customer_1069,Kolkata,Standard,2025-08-26,5,24381.8
C11069,Customer_1070,Chennai,Basic,2025-02-19,4,8296.84
C11070,Customer_1071,Pune,Standard,2025-03-01,5,25534.14
C11071,Customer_1072,Chennai,Standard,2026-08-28,8,14301.55
C11072,Customer_1073,Delhi,premium,2023-11-08,6,13648.11
C11073,Customer_1074,Pune,Standard,2025-10-11,8,14223.24
C11074,Customer_1075,Hyderabad,Basic,2023-03-17,9,14674.29
C11075,Customer_1076,Kolkata,Basic,2023-09-16,13,8689.22
C11076,Customer_1077, ,Basic,2025-10-25,9,16676.36
C11077,Customer_1078,Bangalore,Basic,2026-04-23,7,21315.87
C11078,Customer_1079,Kolkata,Standard,2024-11-10,7,12097.31
C11079,Customer_1080,Kolkata,Standard,2023-07-25,8,14730.31
C11080,Customer_1081,Delhi,Premium,2025-06-20,6,13269.32
C11081,Customer_1082,Hyderabad,,2023-07-24,7,11290.4
C11082,Customer_1083,Bangalore,Standard,2025-12-13,13,10517.69
C11083,Customer_1084,Pune,Basic,2025-07-24,9,12196.2
C11084,Customer_1085,,Standard,2023-02-01,6,21240.34
C11085,Customer_1086,Pune,Standard,2023-10-23,12,4559.07
C11086,Customer_1087,Chennai,Standard,2025-04-19,11,20684.17
C11087,Customer_1088,Chennai,Standard,2023-11-13,9,4004.76
C11088,Customer_1089,Mumbai,Basic,2023-06-03,9,9664.55
C11089,Customer_1090,Bangalore,Standard,2025-08-19,8,14642.12
C11090,Customer_1091,Pune,Standard,2024-06-26,3,17476.68
C11091,Customer_1092,Chennai,Basic,2024-11-24,9,11683.32
C11092,Customer_1093,Mumbai,Standard,2026-06-30,7,19218.94
C11093,Customer_1094,Hyderabad,Standard,2025-03-25,6,15796.24
C11094,Customer_1095,Mumbai,Standard,2026-08-23,9,8169.72
C11095,Customer_1096,Chennai,Basic,2023-06-14,6,19375.0
C11096,Customer_1097,Delhi,Premium,2024-11-03,9,15639.2
C11097,Customer_1098,Delhi,Basic,2025-12-28,7,12902.1
C11098,Customer_1099,Pune,Basic,2025-02-17,8,5427.87
C11099,Customer_1100,Delhi,Standard,2024-10-10,8,7776.13
C11100,Customer_1101,Pune,Basic,2026-07-07,12,16218.78
C11101,Customer_1102,Pune,Basic,2025-09-26,12,16048.01
C11102,Customer_1103,Chennai,Basic,2026-01-13,6,15846.96
C11103,Customer_1104,Delhi,Basic,2023-03-15,11,10101.46
C11104,Customer_1105,Pune,Premium,2026-06-18,12,13668.28
C11105,Customer_1106,Bangalore,Standard,2023-05-21,14,7500.74
C11106,Customer_1107,Hyderabad,Standard,2024-04-25,6,3604.18
C11107,Customer_1108,Mumbai,Standard,2026-07-16,9,12556.08
C11108,Customer_1109,Mumbai,Standard,2024-08-11,5,9352.62
C11109,Customer_1110,Chennai,Basic,2024-04-10,10,9130.5
C11110,Customer_1111,Delhi,Basic,2023-07-05,9,2997.82
C11111,Customer_1112,Delhi,Standard,2025-06-07,6,11614.02
C11112,Customer_1113,Pune,Basic,2023-07-21,5,12728.69
C11113,Customer_1114,kolkata,Basic,2026-07-21,8,12146.25
C11114,Customer_1115,Pune,Standard,2023-07-25,7,9614.8
C11115,Customer_1116,Hyderabad,Standard,2025-06-27,5,6964.87
C11116,Customer_1117,Bangalore,Standard,2023-12-07,7,15921.85
C11117,Customer_1118,Mumbai,Basic,2024-09-05,9,11371.47
C11118,Customer_1119,Pune,Standard,2023-03-01,7,18973.21
C11119,Customer_1120,Kolkata,Standard,2023-04-05,8,6776.03
C11120,Customer_1121,Kolkata,Premium,2024-10-26,12,23003.04
C11121,Customer_1122,Pune,Basic,2023-04-25,10,5947.27
C11122,Customer_1123,Chennai,Basic,2024-08-23,9,11781.04
C11123,Customer_1124,Mumbai,basic,2025-01-04,6,12466.73
C11124,Customer_1125,Chennai,Basic,2025-02-06,7,14708.21
C11125,Customer_1126, ,Basic,2025-06-01,11,10509.91
C11126,Customer_1127,Kolkata,Basic,2023-10-26,8,23066.1
C11127,Customer_1128,Kolkata,basic,2024-05-15,2,6688.79
C11128,Customer_1129,Hyderabad,Basic,2025-12-23,6,4651.77
C11129,Customer_1130,Bangalore,Standard,2025-04-23,12,6275.9
C11130,Customer_1131,Kolkata,PREMIUM,2026-03-05,9,5565.96
C11131,Customer_1132,Bangalore,Standard,2024-01-04,6,14406.17
C11132,Customer_1133,Mumbai,Standard,2023-12-15,12,17785.87
C11133,Customer_1134,Delhi,Standard,2023-12-25,6,11119.4
C11134,Customer_1135,,Standard,2023-06-11,9,32088.8
C11135,Customer_1136,Hyderabad,Basic,2026-06-02,6,14995.88
C11136,Customer_1137,Mumbai,Basic,2025-02-22,4,8976.62
C11137,Customer_1138,Pune,Basic,2026-06-23,9,6982.1
C11138,Customer_1139,Bangalore,Standard,2024-05-08,6,12168.84
C11139,Customer_1140,Pune,Premium,2025-10-16,4,9495.82
C11140,Customer_1141,Chennai,Premium,2026-04-09,14,11401.46
C11141,Customer_1142,Mumbai,Standard,2023-10-21,4,7236.46
C11142,Customer_1143,Pune,Premium,2024-04-20,8,19579.28
C11143,Customer_1144,Kolkata,Premium,2025-08-02,8,11279.33
C11144,Customer_1145,Bangalore,Basic,2026-07-30,8,12903.03
C11145,Customer_1146,Delhi,Basic,2024-06-04,9,12773.27
C11146,Customer_1147,Mumbai,Standard,2025-07-30,11,21028.39
C11147,Customer_1148, Kolkata ,Premium,2024-06-06,7,9980.03
C11148,Customer_1149,Hyderabad,Standard,2023-01-20,16,7908.66
C11149,Customer_1150,Chennai,Premium,2025-08-10,12,14422.84
C11150,Customer_1151,Bangalore,Basic,2024-08-12,4,10197.99
C11151,Customer_1152,Mumbai,Standard,2026-01-24,9,6418.13
C11152,Customer_1153,Mumbai,Standard,2023-11-20,10,13546.39
C11153,Customer_1154,Delhi,Standard,2023-06-01,11,11062.4
C11154,Customer_1155,Delhi,Premium,2025-06-23,9,9504.6
C11155,Customer_1156,Hyderabad,Standard,2024-12-08,6,23744.75
C11156,Customer_1157,Chennai,Basic,2026-04-18,10,16017.33
C11157,Customer_1158,,Standard,2024-09-04,12,16097.31
C11158,Customer_1159,Kolkata,premium,2026-08-01,7,4395.95
C11159,Customer_1160,Kolkata,Standard,2025-05-18,7,4087.85
C11160,Customer_1161,Hyderabad,Standard,2024-05-27,7,6631.83
C11161,Customer_1162,Chennai,BASIC,2025-07-24,6,14633.34
C11162,Customer_1163,Hyderabad,Standard,2024-09-10,13,22916.56
C11163,Customer_1164,Chennai,Standard,2024-02-12,9,10081.58
C11164,Customer_1165,Chennai,Standard,2025-02-26,8,12798.04
C11165,Customer_1166,Pune,Standard,2025-09-16,5,10647.01
C11166,Customer_1167,Bangalore,Standard,2023-08-07,5,7943.32
C11167,Customer_1168,Chennai,Standard,2024-04-30,12,5823.43
C11168,Customer_1169,Delhi,Standard,2025-02-20,9,11041.87
C11169,Customer_1170,Chennai,Basic,2026-03-17,14,4712.79
C11170,Customer_1171,Chennai,Standard,2025-01-05,14,8746.61
C11171,Customer_1172,Chennai,Basic,2026-03-23,9,19180.29
C11172,Customer_1173,Pune,Standard,2024-08-28,4,15970.74
C11173,Customer_1174,Pune,Basic,2024-08-27,12,11658.34
C11174,Customer_1175,Kolkata,Basic,2023-02-14,7,27957.66
C11175,Customer_1176,Pune,Standard,2025-03-21,8,8600.67
C11176,Customer_1177,Delhi,Basic,2024-07-16,13,1990.19
C11177,Customer_1178,Delhi,Premium,2023-01-17,11,12937.72
C11178,Customer_1179,Pune,Basic,2026-03-05,6,14231.27
C11179,Customer_1180,hyderabad,,2023-04-11,7,14037.68
C11180,Customer_1181,Bangalore,Premium,2026-05-26,6,5483.82
C11181,Customer_1182,pune,STANDARD,2025-10-14,9,12226.6
C11182,Customer_1183,Chennai,Basic,2024-08-09,1,13073.52
C11183,Customer_1184,Mumbai,Premium,2024-04-16,11,14724.91
C11184,Customer_1185,Bangalore,Standard,2026-05-28,10,22771.71
C11185,Customer_1186,Bangalore,Basic,2024-12-22,7,7018.59
C11186,Customer_1187,delhi,Basic,2024-03-24,9,13030.23
C11187,Customer_1188,Bangalore,Standard,2026-07-27,7,9246.66
C11188,Customer_1189,Pune,Standard,2024-01-25,5,10420.92
C11189,Customer_1190,Chennai,Premium,2026-06-25,4,12225.58
C11190,Customer_1191,Chennai,Standard,2024-05-28,4,6481.74
C11191,Customer_1192,Kolkata,Standard,2023-10-08,7,13228.37
C11192,Customer_1193,Chennai,Basic,2026-07-10,8,4699.21
C11193,Customer_1194,CHENNAI,Premium,2023-07-18,9,8459.97
C11194,Customer_1195,Delhi,Standard,2026-07-09,4,14119.08
C11195,Customer_1196,Chennai,Premium,2026-08-16,5,20214.22
C11196,Customer_1197,Kolkata,Premium,2023-03-22,2,10740.59
C11197,Customer_1198,Mumbai,Standard,2024-09-24,7,16841.26
C11198,Customer_1199,Pune,Standard,2025-06-21,8,5350.74
C11199,Customer_1200,Delhi,Standard,2023-03-10,8,20218.52
C11200,Customer_1201,Mumbai,Basic,2026-04-01,7,12255.85
C11201,Customer_1202,Delhi,Standard,2025-01-17,3,9788.45
C11202,Customer_1203,Hyderabad,Basic,2023-09-27,8,12538.71
C11203,Customer_1204,Bangalore,Basic,2023-07-04,3,10004.62
C11204,Customer_1205,Hyderabad,Standard,2024-08-27,10,7231.4
C11205,Customer_1206,Chennai,Basic,2024-10-31,10,21319.24
C11206,Customer_1207,Mumbai,Standard,2025-04-30,6,10241.84
C11207,Customer_1208,Chennai,Premium,2023-12-26,4,13206.91
C11208,Customer_1209,Bangalore,Basic,2024-02-16,5,9353.03
C11209,Customer_1210,Delhi,Premium,2023-09-28,9,15702.58
C11210,Customer_1211,Bangalore,Standard,2026-01-09,3,14170.29
C11211,Customer_1212,Kolkata,,2025-01-19,7,10238.01
C11212,Customer_1213,Bangalore,Premium,2025-12-23,10,25359.82
C11213,Customer_1214,Kolkata,Standard,2025-10-24,6,18930.42
C11214,Customer_1215, ,Basic,2024-07-12,9,14370.93
C11215,Customer_1216,Pune,Standard,2023-12-03,9,12308.71
C11216,Customer_1217,Kolkata,Standard,2024-06-10,10,13097.51
C11217,Customer_1218,Mumbai,Standard,2025-09-13,8,13205.28
C11218,Customer_1219,,Standard,2024-08-27,9,5673.56
C11219,Customer_1220,Chennai,Standard,2024-11-24,6,19235.78
C11220,Customer_1221,Hyderabad,Basic,2023-08-24,8,15383.07
C11221,Customer_1222,chennai,Standard,2025-08-17,11,11563.69
C11222,Customer_1223,Delhi,Standard,2023-06-04,7,18299.97
C11223,Customer_1224,Pune,Basic,2023-10-16,8,19317.24
C11224,Customer_1225,bangalore,Basic,2024-04-07,5,5412.7
C11225,Customer_1226,Hyderabad,Premium,2025-03-24,10,13246.25
C11226,Customer_1227,Delhi,Standard,2026-02-15,9,19837.56
C11227,Customer_1228,Delhi,Standard,2025-01-19,3,19868.12
C11228,Customer_1229,Kolkata,Standard,2023-07-04,8,14901.28
C11229,Customer_1230,Chennai,Standard,2025-03-19,4,16732.3
C11230,Customer_1231,Mumbai,Standard,2023-01-29,8,16554.78
C11231,Customer_1232,Mumbai,,2024-06-25,4,13620.28
C11232,Customer_1233,Hyderabad,BASIC,2026-01-03,9,17282.8
C11233,Customer_1234,Pune,Premium,2023-09-11,8,21702.8
C11234,Customer_1235,Mumbai,Standard,2025-07-20,7,11153.27
C11235,Customer_1236,Bangalore,Standard,2025-01-24,7,9335.26
C11236,Customer_1237,Mumbai,Standard,2024-06-20,15,11625.03
C11237,Customer_1238,HYDERABAD,Standard,2026-04-12,3,6574.67
C11238,Customer_1239,Mumbai,Basic,2025-02-19,11,14979.19
C11239,Customer_1240,Bangalore,Standard,2026-07-31,7,13964.82
C11240,Customer_1241,Kolkata,Standard,2025-01-30,7,21092.31
C11241,Customer_1242,Pune,Basic,2023-08-10,10,9504.83
C11242,Customer_1243,Hyderabad,Standard,2024-04-23,2,17030.12
C11243,Customer_1244,Kolkata, Premium ,2025-08-23,9,31784.89
C11244,Customer_1245,Kolkata,Standard,2023-02-21,6,21681.67
C11245,Customer_1246,Kolkata,Premium,2026-06-22,7,22567.81
C11246,Customer_1247,Delhi,Basic,2026-02-23,7,14380.28
C11247,Customer_1248,Pune,Premium,2024-11-02,13,10481.99
C11248,Customer_1249,Chennai,Standard,2026-06-03,6,10588.11
C11249,Customer_1250,Pune,Standard,2024-03-29,7,8868.58
C11250,Customer_1251,Delhi,Basic,2026-08-19,10,16296.3
C11251,Customer_1252,Chennai,Premium,2023-05-10,7,9272.59
C11252,Customer_1253,Pune,Premium,2026-07-25,6,7953.77
C11253,Customer_1254,Kolkata,Premium,2025-08-08,14,3897.69
C11254,Customer_1255,Hyderabad,Premium,2024-09-10,10,16900.64
C11255,Customer_1256,,Standard,2026-08-22,9,15516.62
C11256,Customer_1257,Bangalore,Standard,2025-04-16,11,12119.03
C11257,Customer_1258,,Standard,2023-08-27,7,9024.32
C11258,Customer_1259,Mumbai,PREMIUM,2023-10-14,5,9236.45
C11259,Customer_1260,Chennai,Basic,2023-04-03,4,13568.02
C11260,Customer_1261,Hyderabad,Standard,2023-03-18,6,10590.53
C11261,Customer_1262,,Standard,2024-09-15,4,12429.41
C11262,Customer_1263,Kolkata,Standard,2025-10-05,10,24316.95
C11263,Customer_1264,Mumbai,Basic,2023-08-26,13,8902.28
C11264,Customer_1265,Bangalore,Premium,2023-07-19,6,10661.72
C11265,Customer_1266,Delhi,Basic,2024-04-25,12,14510.63
C11266,Customer_1267,Delhi,Basic,2026-01-05,8,14919.24
C11267,Customer_1268,Kolkata,Premium,2023-10-05,6,13142.64
C11268,Customer_1269,Chennai,Basic,2025-03-06,8,24949.63
C11269,Customer_1270,Bangalore,Standard,2025-07-18,9,5849.66
C11270,Customer_1271,Hyderabad,Premium,2025-01-29,11,13040.13
C11271,Customer_1272,Delhi,Basic,2026-01-11,6,17244.72
C11272,Customer_1273,Kolkata,Basic,2025-05-08,12,11262.04
C11273,Customer_1274,hyderabad,Standard,2026-04-17,11,6822.86
C11274,Customer_1275,chennai,Premium,2023-11-13,9,15428.31
C11275,Customer_1276,Bangalore,Standard,2025-04-29,7,10886.8
C11276,Customer_1277,Chennai,Basic,2023-07-22,7,13234.9
C11277,Customer_1278,Delhi,Standard,2025-09-29,9,25767.15
C11278,Customer_1279,Hyderabad,Standard,2026-06-14,11,15734.46
C11279,Customer_1280,HYDERABAD,Premium,2025-04-15,5,5489.52
C11280,Customer_1281,Hyderabad,Premium,2024-07-26,6,11866.82
C11281,Customer_1282,Delhi,Basic,2023-03-09,9,4892.55
C11282,Customer_1283,Delhi,Standard,2025-01-28,9,24067.23
C11283,Customer_1284,Chennai,Basic,2024-03-20,8,28417.22
C11284,Customer_1285,mumbai,Standard,2025-06-27,3,4977.39
C11285,Customer_1286,Chennai,Basic,2025-06-29,9,15941.59
C11286,Customer_1287,BANGALORE,Standard,2024-04-28,9,17539.69
C11287,Customer_1288,Kolkata,Standard,2025-01-12,10,8454.82
C11288,Customer_1289,Hyderabad,Premium,2023-07-23,4,11904.8
C11289,Customer_1290,Mumbai,Standard,2025-01-22,6,19610.83
C11290,Customer_1291,Kolkata,Standard,2026-01-20,8,8330.5
C11291,Customer_1292,Mumbai,Basic,2026-08-13,4,10028.89
C11292,Customer_1293,Pune,Standard,2025-01-04,8,3692.04
C11293,Customer_1294, Chennai ,Premium,2023-05-05,13,29234.91
C11294,Customer_1295,Delhi,Premium,2025-03-26,4,3879.64
C11295,Customer_1296,Hyderabad,Premium,2024-07-19,6,11636.34
C11296,Customer_1297,Chennai,Standard,2024-01-24,5,7490.03
C11297,Customer_1298,Kolkata,Basic,2023-09-08,5,9345.41
C11298,Customer_1299,Pune,Basic,2025-07-20,4,9677.48
C11299,Customer_1300,Pune,Premium,2023-07-07,9,15106.95
C11300,Customer_1301,Pune,Standard,2024-03-10,4,15567.3
C11301,Customer_1302,Kolkata,Standard,2026-08-07,10,9886.65
C11302,Customer_1303,Kolkata,Standard,2026-08-02,6,11429.17
C11303,Customer_1304,Kolkata,Standard,2026-05-07,11,4928.43
C11304,Customer_1305,Kolkata,Standard,2023-02-13,7,11716.99
C11305,Customer_1306,Pune, Standard ,2023-04-14,12,15244.03
C11306,Customer_1307,Pune,Premium,2024-11-14,7,9659.42
C11307,Customer_1308,Mumbai,Basic,2024-05-13,13,27077.71
C11308,Customer_1309,,Premium,2023-09-15,10,16990.11
C11309,Customer_1310,Hyderabad,Standard,2026-03-02,13,2952.3
C11310,Customer_1311,Delhi,Standard,2024-02-25,9,15419.43
C11311,Customer_1312,Pune,Standard,2023-05-21,11,22240.39
C11312,Customer_1313,Delhi,Basic,2026-02-09,3,13168.4
C11313,Customer_1314,Chennai,Basic,2024-02-29,9,19646.82
C11314,Customer_1315,Chennai,Basic,2026-04-15,5,9023.28
C11315,Customer_1316,Delhi,Standard,2024-03-18,7,11981.41
C11316,Customer_1317,Pune,Basic,2024-04-22,6,10506.01
C11317,Customer_1318,Delhi,Standard,2024-11-03,12,25202.86
C11318,Customer_1319,Mumbai,,2023-10-30,8,12704.76
C11319,Customer_1320,Bangalore,Standard,2026-05-05,9,15639.07
C11320,Customer_1321, ,Basic,2023-01-06,8,21830.97
C11321,Customer_1322,Pune,Basic,2024-07-21,6,15478.86
C11322,Customer_1323,Hyderabad,Basic,2023-10-24,8,16621.75
C11323,Customer_1324,Kolkata,Standard,2023-09-24,3,14276.95
C11324,Customer_1325,Bangalore,Premium,2026-01-11,6,3874.63
C11325,Customer_1326,Chennai,Basic,2024-05-28,7,11361.27
C11326,Customer_1327,Pune,Premium,2023-12-24,3,11642.63
C11327,Customer_1328,Delhi,Basic,2023-08-14,10,22747.61
C11328,Customer_1329,Bangalore,Standard,2023-02-22,13,13593.26
C11329,Customer_1330,Hyderabad,Standard,2023-09-27,7,19625.63
C11330,Customer_1331,Chennai,Basic,2023-01-31,7,22583.8
C11331,Customer_1332,Kolkata,Standard,2025-01-03,6,3603.51
C11332,Customer_1333,Kolkata,Standard,2024-05-02,6,18709.92
C11333,Customer_1334,Hyderabad,Standard,2026-04-20,5,16518.34
C11334,Customer_1335,Hyderabad,Standard,2024-10-25,9,18443.37
C11335,Customer_1336,Delhi,Basic,2023-02-02,8,11589.96
C11336,Customer_1337,Pune,Standard,2023-12-23,9,11140.04
C11337,Customer_1338,Kolkata,Basic,2024-06-27,8,8369.33
C11338,Customer_1339,Chennai,Basic,2023-04-18,9,5610.37
C11339,Customer_1340,Bangalore,Standard,2023-09-17,7,6599.53
C11340,Customer_1341,Chennai,Basic,2025-05-12,10,7273.14
C11341,Customer_1342,Mumbai,Standard,2025-12-13,5,18899.7
C11342,Customer_1343,Mumbai, ,2023-08-21,8,3516.53
C11343,Customer_1344,Hyderabad,Basic,2023-05-11,4,11419.67
C11344,Customer_1345,Delhi,Premium,2025-09-02,8,8621.08
C11345,Customer_1346,Mumbai,Standard,2025-07-07,6,10694.94
C11346,Customer_1347,Kolkata,Standard,2025-01-11,7,5157.19
C11347,Customer_1348,Chennai,Standard,2025-11-17,6,12521.66
C11348,Customer_1349,,Standard,2026-04-30,6,17707.72
C11349,Customer_1350,Hyderabad,Basic,2023-08-12,8,23130.34
C11350,Customer_1351,Pune,Standard,2025-07-14,6,14863.69
C11351,Customer_1352,Pune,Standard,2025-10-28,10,18427.16
C11352,Customer_1353,Bangalore,Premium,2024-03-29,8,26921.13
C11353,Customer_1354,Hyderabad,Standard,2026-06-13,12,11000.73
C11354,Customer_1355,Bangalore,Standard,2023-03-30,12,4349.67
C11355,Customer_1356,Pune,Standard,2025-12-03,8,17285.46
C11356,Customer_1357,Hyderabad,Standard,2024-09-09,10,3358.94
C11357,Customer_1358,Hyderabad,Premium,2025-07-27,11,17065.98
C11358,Customer_1359,Hyderabad,Standard,2026-08-10,11,9631.47
C11359,Customer_1360,Pune,Standard,2023-03-05,7,9204.58
C11360,Customer_1361,Bangalore,Basic,2023-05-05,10,6711.16
C11361,Customer_1362, Bangalore ,Basic,2025-09-07,5,12675.9
C11362,Customer_1363,Hyderabad,Standard,2025-04-02,15,7597.95
C11363,Customer_1364,Mumbai,Basic,2025-05-23,9,8280.75
C11364,Customer_1365,Delhi,Basic,2023-08-10,7,37541.57
C11365,Customer_1366,Pune,Standard,2025-10-01,7,6658.54
C11366,Customer_1367,Delhi,Premium,2025-06-27,8,11880.04
C11367,Customer_1368,Delhi,Basic,2023-05-31,6,12777.43
C11368,Customer_1369,Bangalore,Basic,2023-06-15,8,11026.65
C11369,Customer_1370,Bangalore,Standard,2024-10-21,6,16542.52
C11370,Customer_1371,MUMBAI,Basic,2026-05-30,7,15235.2
C11371,Customer_1372,,Standard,2023-10-31,5,7788.37
C11372,Customer_1373,Delhi,Basic,2023-05-15,8,23185.36
C11373,Customer_1374,,Basic,2023-09-16,6,17623.79
C11374,Customer_1375,Bangalore,Standard,2024-07-17,5,13541.96
C11375,Customer_1376, Delhi ,Basic,2026-07-02,11,12515.61
C11376,Customer_1377,Chennai,Standard,2026-07-20,11,8076.26
C11377,Customer_1378,Mumbai,,2026-04-13,3,6763.31
C11378,Customer_1379,Chennai,Basic,2026-01-28,4,8265.78
C11379,Customer_1380,Chennai,Premium,2024-10-27,11,17950.02
C11380,Customer_1381,Pune,Standard,2025-02-19,6,15594.54
C11381,Customer_1382,,Standard,2026-05-08,9,19224.66
C11382,Customer_1383,Mumbai,Standard,2025-12-22,3,14017.44
C11383,Customer_1384,,Standard,2024-08-26,13,9274.22
C11384,Customer_1385,Delhi,Basic,2025-07-18,8,7508.01
C11385,Customer_1386,Bangalore,Premium,2025-11-01,8,2273.48
C11386,Customer_1387,Mumbai,Standard,2026-05-24,6,6785.03
C11387,Customer_1388,Hyderabad,Standard,2025-05-31,11,15193.89
C11388,Customer_1389,Chennai,Basic,2023-07-23,6,5510.23
C11389,Customer_1390,Mumbai,Basic,2023-08-23,5,14739.82
C11390,Customer_1391,Kolkata,,2026-08-26,4,8798.25
C11391,Customer_1392,Kolkata,Basic,2026-02-03,4,14193.46
C11392,Customer_1393,Pune,,2024-03-16,8,8154.42
C11393,Customer_1394,Bangalore,Standard,2025-05-30,9,5664.02
C11394,Customer_1395, Delhi ,Standard,2025-07-13,6,25063.53
C11395,Customer_1396,Bangalore,,2024-04-12,7,12760.76
C11396,Customer_1397,,Basic,2025-04-27,5,9557.18
C11397,Customer_1398,Bangalore,Basic,2024-11-25,4,9628.62
C11398,Customer_1399,,Premium,2025-07-17,8,6839.94
C11399,Customer_1400,Hyderabad,Basic,2025-03-27,9,8721.65
C11400,Customer_1401,HYDERABAD,Standard,2025-05-01,7,8939.98
C11401,Customer_1402,Pune,,2023-07-14,9,6999.17
C11402,Customer_1403,Mumbai,Premium,2024-10-02,4,14040.47
C11403,Customer_1404,Kolkata,Premium,2025-05-24,12,20209.45
C11404,Customer_1405,Bangalore,Standard,2024-10-02,7,5150.18
