order_id,customer_id,order_date,product_id,quantity,order_value,payment_status,order_status,region
O102384,C13772,2026-08-28,P1017,6,22898.6,Paid,Completed,Pune
O102385,C10830,2026-03-26,P1188,1,18628.79,Paid,Completed,Bangalore
O102386,C11728,2026-09-10,P1199,2,3534.81,Refunded,Completed,Bangalore
O102387,C13963,2026-02-28,P1355,1,2259.8,Paid,Completed,Hyderabad
O102388,C10514,2026-02-10,P1485,7,16180.14,Pending,Completed,Hyderabad
O102389,C11902,2026-08-24,P1052,5,8735.12,Paid,Completed,Bangalore
O102390,C11728,2026-06-25,P1079,1,8180.5,Paid,Completed,Bangalore
O102391,C13242,2026-07-10,P1308,5,21047.78,Paid,Completed,Pune
O102392,C10648,2026-08-29,P1268,4,8825.04,Paid,Completed,Pune
O102393,C10886,2026-05-13,P1281,1,15914.9,Paid,Completed,Delhi
O102394,C10702,2026-06-19,P1111,4,13565.74,Paid,Cancelled,Bangalore
O102395,C10667,2026-06-17,P1089,2,6795.29,Paid,Completed,Mumbai
O102396,C11031,2026-03-21,P1246,7,8491.51,Refunded,Processing,Delhi
O102397,C12114,2026-05-23,P1055,6,23596.86,Paid,Completed,Pune
O102398,C12829,2026-05-06,P1340,1,8484.91,Paid,Completed,Chennai
O102399,C11522,2026-04-26,P1188,1,19664.88,Paid,Cancelled,Mumbai
O102400,C11786,2026-01-12,P1499,2,21573.5,Paid,Processing,Pune
O102401,C13172,2026-08-11,P1433,1,2054.64,Paid,Completed,Delhi
O102402,C12102,2026-09-05,P1148,7,16678.71,Failed,Cancelled,Delhi
O102403,C12360,2026-05-20,P1263,5,18806.74,Paid,Completed,Hyderabad
O102404,C12073,2026-06-18,P1224,4,11020.34,Paid,Completed,Delhi
O102405,C13161,2026-06-03,P1453,3,14362.33,Paid,Completed,Pune
O102406,C10734,2026-09-13,P1191,5,4296.6,Paid,Cancelled,Pune
O102407,C13928,2026-07-27,P1433,3,8166.88,Paid,Completed,
O102408,C13520,2026-01-27,P1385,2,17779.37,,Cancelled,Kolkata
O102409,C11602,2026-06-03,P1327,2,15183.51,Paid,Cancelled,Delhi
O102410,C11661,2026-05-12,P1069,1,3668.73,Paid,Processing,PUNE
O102411,C13398,2026-02-24,P1005,5,24704.8,Pending,Completed,Delhi
O102412,C11783,2026-03-17,P1021,6,23463.39,Paid,Completed,Mumbai
O102413,C12034,2026-04-25,P1472,3,5835.7,Paid,Completed,
O102414,C12986,2026-04-23,P1173,4,21915.48,Paid,Completed, Pune 
O102415,C11553,2026-05-08,P1094,6,6899.08,Failed,Completed,Bangalore
O102416,C11817,2026-08-26,P1188,5,14224.36,Paid,Completed,Chennai
O102417,C10148,2026-03-20,P1418,6,19616.66,Pending,Completed,Mumbai
O102418,C10533,2026-02-20,P1497,2,8798.78,Pending,Cancelled,Mumbai
O102419,C11836,2026-07-05,P1317,5,14012.14,Paid,Completed,Mumbai
O102420,C10182,2026-07-31,P1068,4,11423.73,Paid,Completed,Mumbai
O102421,C11229,2026-07-24,P1085,5,19076.91,Paid,Processing,Bangalore
O102422,C11750,2026-08-03,P1056,1,12123.29,Paid,Cancelled,Mumbai
O102423,C10406,2026-06-19,P1111,6,14302.71,Paid,Processing,Chennai
O102424,C10261,2026-06-03,P1152,4,21185.28,Pending,Completed,Mumbai
O102425,C10065,2026-02-11,P1465,3,17556.54,Paid,Completed,Bangalore
O102426,C11942,2026-05-05,P1328,2,13329.33,Paid,Completed,Chennai
O102427,C10587,2026-03-25,P1152,7,11693.9,Failed,Completed,Delhi
O102428,C12756,2026-09-04,P1092,7,3431.11,Paid,Completed,Kolkata
O102429,C11973,2026-02-03,P1373,7,1692.25,Paid,Completed,Delhi
O102430,C10075,2026-06-10,P1160,5,23833.55,Paid,Completed,
O102431,C10236,2026-01-30,P1362,4,4907.21,Paid,Processing,Bangalore
O102432,C13674,2026-08-12,P1007,1,7138.73,Paid,Processing,Delhi
O102433,C10497,2026-07-27,P1359,1,15390.43,Paid,Processing,Mumbai
O102434,C13031,2026-08-10,P1119,7,20749.77,Paid,Processing,BANGALORE
O102435,C10985,2026-03-20,P1140,3,20878.61,Paid,Completed,
O102436,C11287,2026-08-01,P1316,7,20792.29,Paid,Returned,Kolkata
O102437,C10099,2026-08-31,P1391,2,24458.77,Paid,Processing,Kolkata
O102438,C12226,2026-01-16,P1239,7,1675.87,Paid,Completed,Chennai
O102439,C11869,2026-06-20,P1116,1,10176.25,Paid,Completed,Chennai
O102440,C12982,2026-07-09,P1113,2,22865.62,Paid,Completed,
O102441,C13625,2026-03-02,P1360,7,11843.24,Paid,Completed,Delhi
O102442,C12192,2026-06-07,P1491,4,21821.03,Paid,Completed,Mumbai
O102443,C13812,2026-05-01,P1026,5,736.11,Paid,Completed,Kolkata
O102444,C10593,2026-09-07,P1309,3,12757.89,Paid,Returned,Delhi
O102445,C11379,2026-09-09,P1386,1,23084.57,Paid,Completed,Delhi
O102446,C13322,2026-07-22,P1288,5,6753.69,Paid,Completed,Hyderabad
O102447,C12215,2026-04-20,P1222,1,23262.56,Failed,Completed,Hyderabad
O102448,C12189,2026-07-27,P1155,3,509.39,Paid,Completed,Pune
O102449,C11843,2026-08-09,P1212,1,2249.51,Failed,Completed,Mumbai
O102450,C10074,2026-05-01,P1179,3,12077.57,Paid,Completed,Hyderabad
O102451,C10321,2026-05-27,P1284,5,2927.58,Paid,Completed,Pune
O102452,C10358,2026-05-05,P1092,4,5872.25,Refunded,Completed,Mumbai
O102453,C10758,2026-03-26,P1188,3,7648.87,Paid,Processing,Mumbai
O102454,C10377,2026-06-22,P1243,4,12192.95,Paid,Processing,Chennai
O102455,C10426,2026-03-23,P1328,2,9945.69,Paid,Processing,Bangalore
O102456,C12549,2026-06-17,P1316,5,23077.05,Paid,Processing,Pune
O102457,C10473,2026-07-12,P1149,7,22184.56,Paid,Completed, Delhi 
O102458,C11861,2026-02-12,P1199,3,18777.35,Paid,Completed,Hyderabad
O102459,C10252,2026-02-21,P1312,7,16584.92,Refunded,Completed,
O102460,C11078,2026-02-12,P1044,5,5347.22,Paid,Completed,Mumbai
O102461,C13700,2026-02-12,P1080,6,15165.11,Paid,Completed,Mumbai
O102462,C10124,2026-01-05,P1214,4,3932.45,Pending,Cancelled,Delhi
O102463,C13510,2026-03-18,P1230,4,11482.16,Failed,Processing,
O102464,C13040,2026-08-08,P1029,5,11699.64,Paid,Completed,Hyderabad
O102465,C13686,2026-09-10,P1462,5,17335.84,Paid,Completed,Hyderabad
O102466,C13150,2026-02-17,P1141,6,20927.63,Failed,Completed,Pune
O102467,C13307,2026-03-19,P1216,4,8216.41,Paid,Completed,Mumbai
O102468,C10431,2026-01-27,P1335,6,1317.18,Pending,Completed,Bangalore
O102469,C13344,2026-01-02,P1496,6,1460.17,Paid,Processing,Chennai
O102470,C11910,2026-08-30,P1431,5,21908.16,Paid,Cancelled,Kolkata
O102471,C11407,2026-04-01,P1145,6,12312.25,Refunded,Completed,Kolkata
O102472,C10615,2026-01-17,P1159,4,6425.91,Paid,Completed,Mumbai
O102473,C10002,2026-03-10,P1365,2,1097.48,Paid,Completed,delhi
O102474,C12572,2026-05-30,P1165,4,13360.48,Paid,Completed,Chennai
O102475,C12906,2026-07-07,P1115,-3,3686.24,Paid,Completed,Mumbai
O102476,C11553,2026-07-02,P1052,1,10600.59,Paid,Completed,Mumbai
O102477,C10657,2026-02-14,P1142,4,13047.12,Pending,Processing,Kolkata
O102478,C10578,2026-01-21,P1420,2,5961.25,Paid,Completed,Chennai
O102479,C10673,2026-03-26,P1377,4,5211.27,Paid,Returned,Mumbai
O102480,C10225,2026-06-08,P1304,5,789.26,Refunded,Cancelled,Chennai
O102481,C11439,2026-06-19,P1032,6,14762.36,Paid,Completed,Mumbai
O102482,C12466,2026-02-21,P1268,2,5250.9,Paid,Completed,Delhi
O102483,C11789,2026-01-20,P1198,7,21992.24,Pending,Completed,BANGALORE
O102484,C10502,2026-02-12,P1191,3,15213.28,Paid,Processing,Pune
O102485,C13267,2026-01-21,P1146,4,14043.43,Paid,Completed,Kolkata
O102486,C11149,2026-01-01,P1084,5,12765.71,Failed,Completed,Bangalore
O102487,C12412,2026-04-09,P1055,3,5618.16,Paid,Completed,Chennai
O102488,C10983,2026-03-29,P1292,3,24244.44,Paid,Completed,Delhi
O102489,C12381,2026-07-20,P1057,3,24186.0,Paid,Completed,Hyderabad
O102490,C10519,2026-09-09,P1008,1,8235.43,Pending,Processing,Chennai
O102491,C12624,2026-02-25,P1131,6,19472.54,Paid,Processing,Chennai
O102492,C12294,2026-05-17,P1478,5,3245.38,Paid,Completed,Chennai
O102493,C12078,2026-05-30,P1070,7,19579.06,Paid,Completed,Mumbai
O102494,C10869,2026-02-06,P1396,1,7372.4,Pending,Completed,Bangalore
O102495,C12118,2026-05-26,P1190,5,7441.62,Pending,Completed,Pune
O102496,C13591,2026-03-12,P1103,5,12828.66,Paid,Completed,Pune
O102497,C10501,2026-02-03,P1246,6,9990.53,Failed,Completed,Mumbai
O102498,C12817,2026-08-25,P1318,2,3210.43,Paid,Completed,Mumbai
O102499,C10455,2026-05-14,P1060,3,14949.01,Paid,Completed,Kolkata
O102500,C11353,2026-03-22,P1419,4,5581.94,Paid,Completed,Pune
O102501,C12737,2026-02-19,P1263,2,11278.65,Paid,Completed, 
O102502,C12242,2026-09-12,P1089,4,6005.96,Paid,Completed,Chennai
O102503,C12715,2026-04-25,P1282,7,21482.36,Paid,Completed,Hyderabad
O102504,C13856,2026-05-26,P1495,6,8649.14,Paid,Completed,Kolkata
O102505,C13881,2026-01-17,P1409,3,22221.02,Pending,Completed,Mumbai
O102506,C13662,2026-07-21,P1044,5,8354.6,Paid,Processing,Pune
O102507,C11980,2026-06-23,P1425,7,4733.58,Paid,Completed,Bangalore
O102508,C11365,2026-03-25,P1269,6,14542.88,Paid,Completed,Bangalore
O102509,C11119,2026-08-31,P1467,7,14011.9,Failed,Completed,Kolkata
O102510,C12304,2026-08-20,P1361,2,15587.16,Paid,Completed,Hyderabad
O102511,C11815,2026-07-03,P1492,1,7762.85,Paid,Cancelled, Kolkata 
O102512,C13981,2026-06-06,P1475,5,8203.23,Paid,Completed,Hyderabad
O102513,C12144,2026-05-31,P1071,6,6164.52,Paid,Completed,Kolkata
O102514,C11316,2026-07-25,P1375,7,23231.5,Paid,Completed,Bangalore
O102515,C12545,2026-08-03,P1051,1,17169.01,Paid,Completed,Mumbai
O102516,C10175,2026-05-01,P1452,7,18979.52,Paid,Completed,HYDERABAD
O102517,C10443,2026-06-08,P1180,5,5095.83,Paid,Completed,Pune
O102518,C12656,2026-06-17,P1306,5,16640.98,Pending,Completed,Pune
O102519,C10493,2026-04-18,P1460,3,19137.81,Paid,Completed,Bangalore
O102520,C13024,2026-05-04,P1129,2,8758.67,Paid,Completed,Hyderabad
O102521,C10247,2026-08-25,P1047,6,4195.01,Paid,Completed,Hyderabad
O102522,C12377,2026-03-18,P1461,6,17516.0,Paid,Completed,Hyderabad
O102523,C12716,2026-03-21,P1432,6,15395.25,Paid,Completed,Chennai
O102524,C13120,2026-01-19,P1186,7,14517.77,,Processing,Kolkata
O102525,C13545,2026-02-10,P1322,4,4809.4,Paid,Processing,Chennai
O102526,C11249,2026-01-31,P1079,3,6783.55,Paid,Completed,Hyderabad
O102527,C12878,2026-03-02,P1136,4,15734.65,Paid,Completed,Chennai
O102528,C10323,2026-03-17,P1102,5,15455.58,Paid,Cancelled,Mumbai
O102529,C13321,2026-02-25,P1001,1,14001.65,Refunded,Completed,Hyderabad
O102530,C13563,2026-08-18,P1074,4,19273.04,Failed,Completed,Kolkata
O102531,C12997,2026-03-06,P1471,1,20422.03,Paid,Completed,Hyderabad
O102532,C11126,2026-03-18,P1426,7,7129.9,Paid,Completed,Kolkata
O102533,C10249,2026-02-07,P1220,4,4192.91,Paid,Completed,Bangalore
O102534,C11687,2026-05-25,P1269,1,5268.84,Paid,Completed,Mumbai
O102535,C11083,2026-06-20,P1495,3,7248.33,Paid,Completed,Kolkata
O102536,C12122,2026-06-13,P1423,4,23709.39,Paid,Completed,Delhi
O102537,C11576,2026-05-03,P1438,3,3687.9,Paid,Returned,Delhi
O102538,C10544,2026-09-04,P1251,3,22005.41,Paid,Completed,Bangalore
O102539,C13349,2026-08-11,P1314,1,5323.42,Paid,Completed,Hyderabad
O102540,C13461,2026-07-29,P1469,4,8906.61,Paid,Completed,Mumbai
O102541,C13255,2026-03-04,P1302,4,3409.05,Paid,Completed,Pune
O102542,C10842,2026-06-04,P1367,2,2853.0,Paid,Completed,Chennai
O102543,C11715,2026-04-18,P1417,7,2650.03,Pending,Completed,Bangalore
O102544,C10686,2026-08-31,P1382,1,8766.14,Failed,Completed,Hyderabad
O102545,C12662,2026-01-18,P1383,4,13235.19,Paid,Completed,Bangalore
O102546,C13222,2026-07-06,P1163,5,5259.95,Paid,Processing,Hyderabad
O102547,C12328,2026-03-22,P1032,2,23337.05,Paid,Cancelled,Hyderabad
O102548,C12186,2026-07-20,P1358,7,14784.54,Failed,Processing,Delhi
O102549,C12862,2026-04-09,P1190,4,22161.1,Paid,Processing,Bangalore
O102550,C10454,2026-06-26,P1234,7,3975.82,Paid,Completed,Hyderabad
O102551,C10991,2026-02-03,P1017,1,3844.31,Paid,Completed,
O102552,C11255,2026-01-26,P1405,7,21214.79,Paid,Completed,Mumbai
O102553,C12131,2026-01-17,P1216,6,14329.14,Refunded,Processing,Mumbai
O102554,C13907,2026-05-10,P1356,7,23483.09,Paid,Completed,Bangalore
O102555,C13454,2026-07-19,P1004,5,3928.35,Pending,Completed,Kolkata
O102556,C10988,2026-04-06,P1287,7,942.64,Paid,Completed,Chennai
O102557,C10932,2026-09-12,P1371,4,22939.05,Paid,Completed,Delhi
O102558,C11743,2026-08-26,P1176,3,17561.28,Paid,Completed,
O102559,C13901,2026-07-23,P1419,3,20237.05,Paid,Processing,Chennai
O102560,C10610,2026-06-15,P1072,7,7611.55,Paid,Cancelled,Delhi
O102561,C13830,2026-08-19,P1269,5,375.74,Paid,Completed,Mumbai
O102562,C10762,2026-03-10,P1319,5,12227.13,Paid,Completed,Delhi
O102563,C13548,2026-06-17,P1031,7,24753.23,Paid,Processing,Bangalore
O102564,C13323,2026-08-05,P1136,5,22716.17,Paid,Completed, 
O102565,C13532,2026-06-11,P1470,5,2078.96,Refunded,Completed, 
O102566,C13569,2026-04-05,P1108,1,4938.26,Paid,Processing,Chennai
O102567,C10873,2026-01-04,P1303,3,7987.33,Paid,Completed,Bangalore
O102568,C13117,2026-03-26,P1307,4,20810.89,Paid,Completed,Mumbai
O102569,C12730,2026-05-09,P1108,4,20670.45,Paid,Completed,Delhi
O102570,C13518,2026-08-01,P1136,3,4869.61,Paid,Completed,Pune
O102571,C11962,2026-02-17,P1468,7,13467.08,Paid,Completed,
O102572,C11655,2026-09-07,P1107,7,12694.33,Paid,Completed,Kolkata
O102573,C12907,2026-06-21,P1031,4,10532.73,Paid,Completed,Chennai
O102574,C11080,2026-03-17,P1363,6,13537.24,Paid,Returned,Hyderabad
O102575,C13282,2026-01-22,P1137,3,7531.88,Paid,Cancelled,Delhi
O102576,C11144,2026-03-13,P1092,7,13429.26,Paid,Completed,Delhi
O102577,C10172,2026-05-03,P1481,7,17234.52,Failed,Processing,Hyderabad
O102578,C12207,2026-09-11,P1213,6,1843.83,Paid,Completed,Pune
O102579,C13346,2026-05-23,P1068,7,24192.46,Paid,Completed,Delhi
O102580,C12764,2026-04-14,P1266,6,4383.0,Paid,Completed,Bangalore
O102581,C13960,2026-04-03,P1185,2,9199.38,Paid,Cancelled,Chennai
O102582,C10563,2026-08-02,P1283,3,11924.5,Paid,Completed,Pune
O102583,C11379,2026-01-20,P1343,4,1312.32,Paid,Completed, Chennai 
O102584,C11520,2026-01-05,P1161,7,13844.54,Pending,Completed,Pune
O102585,C10232,2026-07-04,P1436,2,21788.35,Paid,Completed,Mumbai
O102586,C10172,2026-06-25,P1105,4,22555.15,Paid,Completed,Delhi
O102587,C10117,2026-07-10,P1295,1,8356.93,Paid,Completed,Mumbai
O102588,C11636,2026-06-22,P1191,6,14102.28,Paid,Completed, 
O102589,C13381,2026-01-02,P1371,4,19486.9,Paid,Completed,Chennai
O102590,C12840,2026-02-23,P1137,2,6545.29,Failed,Completed,Bangalore
O102591,C11788,2026-09-05,P1281,3,13353.27,Paid,Returned,Chennai
O102592,C11056,2026-09-14,P1042,4,9358.02,Pending,Completed,HYDERABAD
O102593,C10062,2026-04-14,P1232,3,9640.92,Pending,Completed,Chennai
O102594,C10702,2026-04-19,P1454,4,2625.2,Failed,Completed,Delhi
O102595,C11549,2026-03-17,P1427,5,10350.17,Paid,Completed,Kolkata
O102596,C11483,2026-06-20,P1326,6,4273.72,Paid,Completed,Delhi
O102597,C11038,2026-05-21,P1111,4,7741.37,Paid,Completed,Bangalore
O102598,C13991,2026-07-20,P1440,6,8457.94,Paid,Cancelled,Bangalore
O102599,C11790,2026-04-11,P1370,5,10935.82,Paid,Processing,Pune
O102600,C11072,2026-08-11,P1431,4,22947.77,Paid,Cancelled,Hyderabad
O102601,C11629,2026-01-21,P1334,4,15885.63,Paid,Completed,Mumbai
O102602,C11118,2026-08-21,P1061,5,24369.21,Paid,Completed,Kolkata
O102603,C11409,2026-05-29,P1365,6,14889.09,Paid,Completed,DELHI
O102604,C10503,2026-08-22,P1236,6,20195.6,Paid,Processing,Kolkata
O102605,C10003,2026-01-23,P1444,1,20903.54,Paid,Completed,Mumbai
O102606,C11968,2026-05-26,P1194,3,18553.39,Paid,Completed,Mumbai
O102607,C11958,2026-06-20,P1300,2,16846.9,Paid,Completed,Kolkata
O102608,C10628,2026-01-10,P1188,6,10622.5,Paid,Processing,Bangalore
O102609,C13333,2026-07-28,P1217,6,14311.72,Failed,Completed,Pune
O102610,C10767,2026-02-02,P1198,4,5084.8,Paid,Completed,Mumbai
O102611,C13083,2026-08-31,P1385,2,15570.69,Paid,Processing,Chennai
O102612,C10761,2026-08-02,P1201,1,13003.12,Paid,Completed,Delhi
O102613,C11125,2026-08-26,P1349,4,20166.83,Paid,Completed,Kolkata
O102614,C11080,2026-04-29,P1046,5,22592.83,Failed,Completed,Mumbai
O102615,C10919,2026-06-11,P1254,5,3580.03,Paid,Completed,Bangalore
O102616,C13813,2026-04-25,P1322,4,17365.42,Paid,Completed,Pune
O102617,C11054,2026-08-19,P1229,5,23766.14,Paid,Returned,Kolkata
O102618,C11941,2026-05-16,P1284,1,22971.66,Paid,Completed,Bangalore
O102619,C12943,2026-06-03,P1190,7,20910.33,Paid,Processing,Delhi
O102620,C11277,2026-01-20,P1024,-5,1494.02,Paid,Returned,Pune
O102621,C10046,2026-04-28,P1109,3,6536.36,Paid,Completed,Pune
O102622,,2026-05-11,P1259,7,3962.73,Paid,Completed,Hyderabad
O102623,C11137,2026-07-22,P1430,1,23195.28,Refunded,Returned,Kolkata
O102624,C13495,2026-05-16,P1068,5,18797.58,Paid,Completed,Delhi
O102625,C11966,2026-01-03,P1062,3,13435.08,Pending,Processing,
O102626,C12499,2026-04-28,P1261,5,24491.19,Paid,Processing,Bangalore
O102627,C13806,2026-01-21,P1338,5,5109.55,Pending,Completed,Bangalore
O102628,C13482,2026-04-24,P1017,2,16146.83,Paid,Completed,Kolkata
O102629,C13173,2026-08-19,P1371,6,15351.71,Pending,Processing,Delhi
O102630,C12124,2026-05-03,P1357,3,8709.22,Paid,Completed,Bangalore
O102631,C10677,2026-07-23,P1035,5,12288.89,Paid,Completed,Bangalore
O102632,C13366,2026-01-02,P1331,2,6114.04,Paid,Completed,Hyderabad
O102633,C10376,2026-08-09,P1087,1,17024.73,Paid,Completed,Delhi
O102634,C13552,2026-01-25,P1184,6,10630.55,Pending,Completed,Chennai
O102635,C13067,2026-02-08,P1157,3,881.69,Paid,Completed,Delhi
O102636,C13216,2026-05-21,P1247,1,23784.4,Paid,Completed,Hyderabad
O102637,C11509,2026-08-02,P1397,1,12685.05,Paid,Processing,Bangalore
O102638,C10340,2026-01-09,P1294,6,17729.16,Failed,Completed,Mumbai
O102639,C12910,2026-09-14,P1385,7,5164.17,Paid,Completed,Chennai
O102640,C13915,2026-06-06,P1377,6,3442.57,Paid,Completed,Pune
O102641,C13436,2026-01-27,P1289,7,22589.82,Paid,Completed, Bangalore 
O102642,C13368,2026-09-12,P1057,4,14896.03,Paid,Completed,Mumbai
O102643,C12531,2026-04-20,P1372,7,12485.77,Paid,Completed,Chennai
O102644,C10465,2026-05-28,P1211,3,13172.41,Paid,Completed,Bangalore
O102645,C13455,2026-03-01,P1355,1,6134.2,Paid,Completed,Delhi
O102646,C10888,2026-05-01,P1371,6,22843.35,Paid,Completed,Chennai
O102647,C11058,2026-07-19,P1214,1,5591.73,Paid,Cancelled,Delhi
O102648,C13025,2026-06-18,P1418,1,4202.76,Pending,Completed,Mumbai
O102649,C12869,2026-04-01,P1289,5,23272.13,Paid,Completed,Kolkata
O102650,C10290,2026-04-13,P1468,3,6662.07,Paid,Completed,Pune
O102651,C11008,2026-01-08,P1380,7,21603.37,Paid,Processing,Kolkata
O102652,C13273,2026-08-08,P1357,3,19381.07,Paid,Completed,Bangalore
O102653,C13801,2026-02-10,P1493,3,9734.01,Paid,Cancelled,Hyderabad
O102654,C11066,2026-06-18,P1135,3,6573.85,Paid,Processing,Pune
O102655,C13045,2026-05-06,P1298,3,19047.02,Pending,Completed,Bangalore
O102656,C12024,2026-09-03,P1318,1,15060.69,Paid,Cancelled,Mumbai
O102657,C11521,2026-01-11,P1254,7,6574.8,Paid,Completed,Pune
O102658,C13595,2026-02-20,P1370,2,22304.72,Paid,Processing,Mumbai
O102659,C12194,2026-03-08,P1189,4,18108.27,Paid,Completed,Pune
O102660,C12769,2026-05-13,P1349,3,22759.17,Refunded,Completed,Delhi
O102661,C12371,2026-03-28,P1110,5,11105.52,Paid,Completed,Bangalore
O102662,C12576,2026-05-30,P1275,2,3466.53,Failed,Completed,Hyderabad
O102663,C12070,2026-05-12,P1179,5,23124.66,Paid,Completed,Pune
O102664,C12135,2026-08-01,P1083,1,15155.22,Paid,Completed,Bangalore
O102665,C13411,2026-03-24,P1470,6,15269.67,Pending,Cancelled,Bangalore
O102666,C11211,2026-08-07,P1083,7,14731.36,Paid,Completed, 
O102667,C12947,2026-04-15,P1301,4,11968.11,Paid,Completed,Kolkata
O102668,C11075,2026-03-25,P1342,1,6599.56,Paid,Completed,
O102669,C10283,2026-07-05,P1387,1,15441.64,Paid,Completed,BANGALORE
O102670,C13615,2026-02-19,P1061,6,18049.49,Paid,Completed,Kolkata
O102671,C11643,2026-05-28,P1382,3,22938.62,Paid,Completed,Bangalore
O102672,C12734,2026-06-08,P1137,6,2082.05,Paid,Completed,Hyderabad
O102673,C13033,2026-02-05,P1423,6,6591.33,Refunded,Completed,Delhi
O102674,C13190,2026-02-09,P1132,5,19484.14,Paid,Completed,Kolkata
O102675,C10906,2026-03-21,P1351,3,19446.22,Paid,Cancelled,Mumbai
O102676,C12624,2026-03-04,P1145,1,5537.25,Refunded,Completed,Mumbai
O102677,C13043,2026-01-02,P1316,7,4862.53,Paid,Completed,Kolkata
O102678,C10479,2026-05-03,P1440,4,9368.36,Paid,Processing,Mumbai
O102679,C10565,2026-02-03,P1318,2,1854.01,Paid,Returned, Mumbai 
O102680,C11456,2026-05-19,P1088,7,18339.91,Paid,Cancelled,Mumbai
O102681,C11207,2026-04-02,P1254,1,16844.28,Refunded,Processing,Hyderabad
O102682,C13191,2026-02-28,P1208,7,21510.52,Paid,Completed,Chennai
O102683,C12572,2026-08-20,P1260,7,10922.21,Paid,Returned,PUNE
O102684,C11993,2026-06-22,P1354,1,16027.38,Pending,Completed,Pune
O102685,C10425,2026-03-04,P1489,1,23862.55,Refunded,Completed,Mumbai
O102686,C10450,2026-09-14,P1250,5,23982.42,Paid,Completed,Delhi
O102687,C12069,2026-08-27,P1020,2,2055.62,Refunded,Completed,Pune
O102688,C13534,2026-03-04,P1099,4,346.54,Paid,Completed,Pune
O102689,C13102,2026-09-04,P1274,1,24011.61,Pending,Completed,Hyderabad
O102690,C13529,2026-05-23,P1150,2,13522.32,Refunded,Completed,Kolkata
O102691,C12262,2026-02-12,P1324,7,17599.89,Paid,Completed,Bangalore
O102692,C10886,2026-07-02,P1160,7,22841.15,Paid,Completed,Chennai
O102693,C10127,2026-02-17,P1387,1,10998.92,Paid,Completed,
O102694,C13764,2026-06-30,P1480,6,11184.14,Paid,Completed,Pune
O102695,C11902,2026-04-01,P1238,2,4424.44,Paid,Completed,
O102696,C13438,2026-07-18,P1034,2,22673.96,Paid,Cancelled,Hyderabad
O102697,C12934,2026-04-07,P1314,5,16297.53,Failed,Returned,Mumbai
O102698,C13331,2026-05-09,P1041,5,4752.65,Paid,Completed,Bangalore
O102699,C10843,2026-01-10,P1126,2,14126.86,Paid,Cancelled,
O102700,C12719,2026-02-14,P1217,3,8405.65,Paid,Completed,Chennai
O102701,C12893,2026-02-02,P1356,7,3935.39,Pending,Processing,Bangalore
O102702,C12212,2026-03-25,P1085,1,4792.18,Paid,Completed,
O102703,C13343,2026-03-16,P1202,5,14113.65,Paid,Processing, 
O102704,C13955,2026-06-25,P1048,6,14240.32,Paid,Completed,Hyderabad
O102705,C10042,2026-03-24,P1473,2,19811.54,Pending,Completed,Kolkata
O102706,C11821,2026-04-10,P1296,6,6425.21,Pending,Completed,Delhi
O102707,C13018,2026-09-03,P1332,3,22921.08,Failed,Completed,Bangalore
O102708,C12904,2026-06-29,P1205,-4,13109.74,Paid,Completed,Kolkata
O102709,C11872,2026-01-16,P1104,4,5343.07,Refunded,Completed,Kolkata
O102710,C13371,2026-06-24,P1048,2,10508.03,Paid,Processing,Pune
O102711,C12702,2026-07-19,P1070,4,23106.97,Paid,Processing,Pune
O102712,C12195,2026-08-10,P1463,5,12110.47,Paid,Completed,Delhi
O102713,C11092,2026-02-23,P1083,5,21905.46,Pending,Completed,Delhi
O102714,C11470,2026-07-26,P1492,2,4247.87,Pending,Completed,Hyderabad
O102715,C13959,2026-04-19,P1173,5,22874.77,Paid,Completed, Delhi 
O102716,C13627,2026-03-27,P1319,2,10936.28,Paid,Cancelled,Delhi
O102717,C12784,2026-04-08,P1433,6,23422.34,Paid,Completed,Pune
O102718,C13438,2026-09-05,P1251,2,21692.14,Failed,Processing,BANGALORE
O102719,C10544,2026-02-04,P1426,4,16601.17,Paid,Completed,Kolkata
O102720,C11071,2026-04-27,P1154,1,16919.31,Pending,Processing,Delhi
O102721,C13543,2026-09-11,P1289,2,5524.25,Paid,Completed,Mumbai
O102722,C11884,2026-08-23,P1213,1,15189.9,Failed,Completed,Pune
O102723,C12365,2026-07-18,P1190,7,13872.54,Paid,Completed,Hyderabad
O102724,C13537,2026-06-14,P1357,3,8553.43,Paid,Completed, Delhi 
O102725,C11617,2026-07-08,P1100,5,12788.85,Paid,Completed,Delhi
O102726,C11928,2026-04-12,P1194,3,23249.85,Failed,Cancelled,Delhi
O102727,C10449,2026-01-22,P1154,3,431.05,Paid,Completed,Delhi
O102728,C13968,2026-01-19,P1006,7,10602.97,Paid,Completed,Hyderabad
O102729,C13896,2026-08-20,P1482,2,8540.88,Paid,Cancelled,Bangalore
O102730,C11187,2026-04-07,P1492,3,24042.41,Paid,Completed,Bangalore
O102731,C13412,2026-01-02,P1122,2,24355.19,Paid,Completed,Hyderabad
O102732,C12950,2026-07-01,P1278,5,14765.82,Paid,Completed,
O102733,C10586,2026-01-09,P1449,5,13885.17,Pending,Completed,Pune
O102734,C10095,2026-07-10,P1126,3,22609.35,Paid,Completed,Kolkata
O102735,C10056,2026-06-23,P1215,2,461.6,Paid,Completed,Chennai
O102736,C10263,2026-08-01,P1385,4,14188.33,Paid,Completed,Pune
