product_id,warehouse_id,stock_available,reorder_level,daily_demand,last_restock_date,supplier
P1170,W117,898,93,23.45,2026-05-06,Supplier_C
P1107,W105,550,176,69.09,2026-07-29,Supplier_C
P1313,W112,174,237,36.8,2026-02-15,Supplier_B
P1394,W111,334,193,28.33,2026-01-14,Supplier_A
P1402,W114,21,296,126.65,2026-06-29,
P1203,W116,715,77,3.92,2026-06-04,Supplier_B
P1033,W103,762,244,147.72,2026-01-05,Supplier_B
P1184,W108,873,255,116.05,2026-04-25,Supplier_A
P1466,W113,978,51,109.61,2026-02-01,supplier_b
P1352,W115,861,130,120.26,2026-04-10,Supplier_C
P1197,W118,50,248,104.29,2026-03-15,Supplier_D
P1070,W100,509,86,142.59,2026-07-03,Supplier_D
P1445,W118,471,178,125.38,2026-04-24,Supplier_D
P1341,W111,15,234,53.89,2026-07-09,Supplier_A
P1393,W105,440,268,90.25,2026-06-15,Supplier_A
P1062,W103,446,206,103.75,2026-06-18,Supplier_D
P1135,W113,929,112,45.97,2026-07-04,Supplier_A
P1164,W112,353,223,27.91,2026-04-11,Supplier_C
P1456,W106,630,126,142.64,2026-08-18,Supplier_C
P1036,W102,268,103,132.25,2026-04-03,Supplier_D
P1463,W100,105,155,123.19,2026-01-06,
P1089,W110,10,267,95.92,2026-06-16,Supplier_A
P1294,W110,883,229,48.77,2026-07-31,Supplier_A
P1477,W113,718,179,81.6,2026-01-09,Supplier_C
P1460,W117,302,264,114.53,2026-01-02,Supplier_C
P1165,W111,786,104,83.89,2026-08-02,SUPPLIER_D
P1158,W114,831,184,36.75,2026-05-31,Supplier_A
P1108,W109,173,189,10.77,2026-03-13,Supplier_C
P1085,W109,387,124,123.94,2026-01-02,Supplier_A
P1117,W107,521,269,77.0,2026-03-30,Supplier_D
P1229,W111,510,169,20.28,2026-03-14,Supplier_C
P1413,W106,842,93,74.28,2026-07-05,Supplier_A
P1178,W110,700,95,26.04,2026-09-09,Supplier_D
P1346,W112,217,55,47.97,2026-05-07,Supplier_D
P1276,W113,5,120,117.84,2026-08-01,Supplier_A
P1225,W109,759,291,94.9,2026-08-26,Supplier_C
P1188,W100,490,195,64.66,2026-01-25,Supplier_A
P1250,W116,167,177,84.86,2026-08-17,Supplier_B
P1186,W106,393,267,76.84,2026-02-14,Supplier_A
P1235,W100,775,156,137.15,2026-01-22,Supplier_D
P1265,W110,640,248,7.35,2026-07-19,Supplier_B
P1041,W118,447,215,122.54,2026-01-12,Supplier_A
P1091,W105,984,220,70.87,2026-02-21,Supplier_B
P1002,W103,617,248,23.9,2026-02-13,Supplier_A
P1489,W117,929,229,11.68,2026-04-30,Supplier_B
P1394,W113,907,274,125.46,2026-01-03,Supplier_B
P1158,W108,987,242,63.06,2026-04-25,Supplier_D
P1144,W106,940,285,104.69,2026-03-11,Supplier_D
P1127,W102,17,233,141.64,2026-03-25,Supplier_C
P1281,W104,110,133,70.64,2026-04-19,Supplier_B
P1204,W101,885,132,44.43,2026-03-23,Supplier_C
P1286,W109,937,115,8.88,2026-05-08,Supplier_D
P1168,W114,580,186,125.32,2026-07-01,Supplier_A
P1110,W106,104,140,119.71,2026-06-06,Supplier_D
P1195,W101,829,185,46.79,2026-04-25,Supplier_D
P1269,W110,11,242,11.86,2026-04-12,Supplier_A
P1052,W111,209,82,144.77,2026-09-10,Supplier_A
P1160,W106,950,120,19.45,2026-05-13,Supplier_A
P1497,W105,926,205,56.22,2026-06-13,Supplier_A
P1489,W116,559,248,76.62,2026-04-17,Supplier_C
P1459,W113,399,163,70.96,2026-08-09,Supplier_A
P1324,W119,576,165,66.29,2026-06-21,Supplier_C
P1494,W109,592,131,35.37,2026-07-24,Supplier_A
P1191,W104,752,280,44.61,2026-01-20,Supplier_C
P1457,W100,912,116,36.54,2026-03-12,Supplier_D
P1137,W101,858,56,57.82,2026-07-19,Supplier_D
P1117,W105,292,89,74.46,2026-09-01,Supplier_B
P1309,W118,500,102,5.49,2026-06-09,Supplier_D
P1119,W117,155,166,97.32,2026-02-21,Supplier_C
P1099,W115,482,74,99.23,2026-03-30,Supplier_D
P1311,W116,438,213,114.14,2026-02-11,Supplier_C
P1343,W112,449,147,86.94,2026-07-22,Supplier_B
P1226,W111,618,290,40.75,2026-04-23,Supplier_C
P1120,W110,533,237,113.93,2026-03-26,Supplier_B
P1459,W110,689,125,41.04,2026-05-09,Supplier_C
P1067,W101,33,211,34.47,2026-06-10,Supplier_D
P1386,W117,27,165,68.47,2026-07-15,Supplier_A
P1326,W110,613,220,118.37,2026-04-06,Supplier_D
P1371,W111,851,297,28.13,2026-03-27,Supplier_A
P1193,W110,272,143,4.9,2026-04-27,Supplier_D
P1034,W104,271,64,81.96,2026-09-07,Supplier_D
P1342,W119,971,51,37.15,2026-03-15,Supplier_C
P1235,W118,921,67,83.96,2026-05-23,Supplier_D
P1228,W110,796,76,33.27,2026-05-15,Supplier_B
P1197,W115,86,212,44.83,2026-04-22,Supplier_A
P1148,W108,241,278,70.83,2026-08-07,Supplier_A
P1220,W104,808,113,52.24,2026-01-26,Supplier_A
P1247,W104,385,129,69.23,2026-07-14,Supplier_C
P1031,W104,900,168,21.47,2026-01-28,Supplier_C
P1332,W106,131,215,7.02,2026-08-23,Supplier_C
P1402,W114,307,170,143.48,2026-04-08,Supplier_B
P1155,W114,755,170,129.89,2026-02-10,Supplier_A
P1185,W113,762,226,85.5,2026-01-03,Supplier_C
P1039,W109,183,260,82.54,2026-06-29,Supplier_A
P1043,W101,313,264,37.7,2026-02-18,Supplier_C
P1154,W116,-18,86,106.12,2026-06-30,Supplier_C
P1416,W110,986,88,31.06,2026-01-16,Supplier_A
P1392,W100,676,200,137.14,2026-08-24, Supplier_A 
P1215,W113,757,226,99.49,2026-02-05,Supplier_A
P1014,W111,176,182,33.02,2026-01-31,Supplier_B
P1301,W115,388,283,79.42,2026-02-09,Supplier_C
P1488,W112,705,267,133.15,2026-07-31,Supplier_D
P1302,W104,271,89,20.83,2026-07-09,Supplier_B
P1444,W109,873,78,78.24,2026-04-13,Supplier_D
P1081,W111,891,203,7.65,2026-06-24,Supplier_C
P1459,W116,858,293,131.96,2026-07-05,Supplier_D
P1357,W118,899,251,33.36,2026-02-02,Supplier_A
P1419,W108,506,56,133.36,2026-07-06,Supplier_B
P1026,W110,282,247,73.5,2026-04-13,Supplier_C
P1458,W104,542,251,78.96,2026-03-21,Supplier_B
P1043,W117,390,187,62.21,2026-02-01,Supplier_A
P1271,W105,134,157,140.93,2026-03-29,Supplier_D
P1097,W106,568,284,94.04,2026-04-27,Supplier_A
P1002,W112,410,162,122.22,2026-07-10,Supplier_A
P1048,W110,849,65,52.91,2026-05-02,Supplier_C
P1386,W103,218,64,85.91,2026-05-20,Supplier_C
P1049,W104,4,199,20.17,2026-03-19,Supplier_A
P1269,W109,916,133,56.5,2026-05-21,Supplier_A
P1018,W110,986,157,32.64,2026-06-19,Supplier_C
P1435,W104,877,178,26.23,2026-01-05,Supplier_A
P1215,W107,984,185,43.43,2026-02-10,Supplier_C
P1159,W119,806,223,71.75,2026-06-13,Supplier_C
P1060,W106,366,147,8.95,2026-03-29,SUPPLIER_B
P1235,W119,858,150,137.13,2026-01-08,Supplier_A
P1350,W106,169,226,131.82,2026-01-28,Supplier_C
P1156,W112,427,71,34.48,2026-08-02,Supplier_C
P1215,W119,402,259,26.01,2026-05-15,Supplier_C
P1006,W112,917,147,145.26,2026-07-29,Supplier_D
P1199,W104,330,277,62.64,2026-03-04,Supplier_D
P1193,W112,183,269,72.11,2026-06-10,Supplier_C
P1069,W118,386,136,129.24,2026-08-17,Supplier_A
P1050,W104,146,128,48.49,2026-08-22,Supplier_B
P1290,W110,137,225,49.92,2026-04-19,Supplier_B
P1495,W118,123,131,56.99,2026-04-05,Supplier_A
P1435,W107,558,104,6.2,2026-05-18,Supplier_C
P1022,W113,452,128,80.91,2026-07-26,Supplier_B
P1397,W114,766,127,133.29,2026-07-24,Supplier_A
P1244,W109,142,203,6.9,2026-05-17,Supplier_C
P1068,W105,991,251,85.15,2026-03-29,Supplier_C
P1044,W112,140,194,118.07,2026-08-10,Supplier_C
P1038,W113,388,65,31.25,2026-04-13,Supplier_D
P1262,W108,853,137,59.84,2026-07-30,Supplier_B
P1336,W109,235,121,49.41,2026-01-06,Supplier_A
P1333,W100,259,256,16.55,2026-02-22,Supplier_D
P1021,W112,38,71,108.61,2026-04-05,Supplier_A
P1202,W113,484,87,64.25,2026-08-04,Supplier_B
P1412,W118,744,51,12.81,2026-07-13,Supplier_D
P1136,W101,118,208,121.83,2026-04-09,Supplier_B
P1216,W105,571,82,89.13,2026-01-28,Supplier_A
P1338,W103,681,207,130.99,2026-01-18,Supplier_D
P1214,W108,841,222,33.46,2026-06-13,Supplier_C
P1296,W110,549,70,89.43,2026-06-09,SUPPLIER_B
P1454,W108,732,76,6.02,2026-08-17,Supplier_D
P1151,W116,928,141,84.25,2026-07-26,Supplier_B
P1056,W107,625,159,23.81,2026-05-24,Supplier_A
P1054,W101,18,252,78.62,2026-03-28,Supplier_D
P1351,W115,282,175,95.33,2026-05-28,Supplier_C
P1203,W100,845,259,144.75,2026-05-20,Supplier_A
P1096,W104,667,74,138.4,2026-06-07,Supplier_C
P1228,W112,131,228,27.25,2026-03-14,Supplier_B
P1403,W110,784,76,11.99,2026-04-02,Supplier_C
P1228,W116,58,136,81.42,2026-02-16,Supplier_B
P1152,W114,757,255,14.43,2026-04-09,Supplier_B
P1478,W103,9,249,37.03,2026-03-21,Supplier_A
P1000,W102,676,229,25.05,2026-06-22,Supplier_A
P1249,W119,804,89,84.05,2026-07-06,Supplier_A
P1240,W101,691,75,17.24,2026-02-12,Supplier_C
P1135,W105,327,233,145.44,2026-03-23,Supplier_B
P1076,W100,958,155,18.28,2026-07-12,Supplier_B
P1116,W111,466,187,135.02,2026-07-22,Supplier_B
P1335,W102,184,282,140.12,2026-02-03,Supplier_B
P1039,W116,882,197,144.88,2026-09-05,Supplier_A
P1074,W106,313,149,74.31,2026-04-04,Supplier_B
P1178,W100,5,245,106.62,2026-08-13,Supplier_C
P1431,W104,944,274,33.91,2026-03-22,Supplier_D
P1147,W102,419,76,25.07,2026-08-23,Supplier_A
P1356,W101,267,152,12.49,2026-04-05,Supplier_B
P1356,W107,162,253,136.41,2026-02-27,Supplier_B
P1335,W104,193,91,38.1,2026-05-03,Supplier_B
P1078,W111,27,218,111.33,2026-08-11,Supplier_B
P1215,W107,288,82,85.65,2026-01-12,Supplier_A
P1113,W104,877,160,25.19,2026-07-21,Supplier_D
P1018,W103,322,145,87.16,2026-08-08,Supplier_D
P1346,W101,499,112,137.75,2026-01-10,
P1494,W113,291,63,72.21,2026-03-28,Supplier_D
P1437,W107,607,289,56.22,2026-03-08,Supplier_C
P1337,W112,862,96,16.77,2026-07-25,Supplier_A
P1394,W111,563,213,57.29,2026-04-28,Supplier_B
P1389,W112,356,293,139.51,2026-02-07,Supplier_B
P1376,W118,277,245,36.08,2026-07-30,Supplier_B
P1337,W101,167,88,143.28,2026-07-02,Supplier_B
P1006,W112,622,249,53.32,2026-01-25,Supplier_A
P1154,W119,582,122,56.95,2026-03-01,Supplier_B
P1086,W103,715,157,85.74,2026-04-03,Supplier_C
P1097,W113,721,177,121.23,2026-05-21,Supplier_D
P1268,W114,747,136,140.76,2026-01-31,Supplier_C
P1176,W114,726,242,70.11,2026-06-01,Supplier_B
P1238,W105,214,260,13.08,2026-01-06,Supplier_B
P1255,W100,472,172,72.69,2026-04-17,Supplier_A
P1172,W109,956,152,89.03,2026-06-09,Supplier_B
P1384,W102,356,143,39.53,2026-02-19,Supplier_D
P1216,W101,215,149,109.65,2026-09-03,Supplier_C
P1249,W110,273,204,90.2,2026-08-02,Supplier_D
P1138,W105,429,65,27.55,2026-01-03,Supplier_B
P1153,W116,393,53,58.75,2026-09-07,Supplier_A
P1317,W118,310,101,82.52,2026-02-28,Supplier_B
P1351,W118,391,261,18.35,2026-04-13,Supplier_B
P1396,W105,327,175,29.11,2026-09-13,Supplier_D
P1059,W109,18,200,8.03,2026-09-02,Supplier_D
P1462,W109,199,209,119.53,2026-09-03,Supplier_D
P1248,W109,447,296,114.76,2026-04-21,Supplier_C
P1401,W100,602,186,116.49,2026-07-13,Supplier_C
P1466,W114,165,75,105.24,2026-06-02,Supplier_D
P1049,W101,615,166,108.36,2026-01-12,Supplier_D
P1380,W118,293,108,102.44,2026-05-15,Supplier_B
P1255,W117,896,58,149.72,2026-08-27,Supplier_D
P1355,W104,652,116,104.44,2026-01-16,Supplier_A
P1231,W107,750,161,109.7,2026-05-20,Supplier_C
P1073,W105,329,114,17.12,2026-03-19,Supplier_B
P1365,W114,-15,70,85.94,2026-01-23,Supplier_A
P1241,W106,685,186,6.7,2026-08-05,Supplier_C
P1489,W116,641,125,88.97,2026-07-26,Supplier_B
P1358,W113,532,66,85.68,2026-06-02,Supplier_C
P1361,W113,21,294,58.37,2026-09-10,Supplier_C
P1415,W110,683,115,21.1,2026-08-03,Supplier_C
P1145,W102,187,211,2.06,2026-04-07,Supplier_D
P1313,W109,750,89,10.98,2026-07-06,Supplier_D
P1295,W102,540,114,26.79,2026-05-18,Supplier_C
P1377,W108,822,264,61.59,2026-05-08,Supplier_B
P1472,W101,630,195,67.98,2026-01-08,Supplier_D
P1354,W104,880,70,5.53,2026-02-08,Supplier_B
P1433,W106,717,258,110.74,2026-03-18,Supplier_A
P1367,W118,465,298,41.79,2026-03-08,Supplier_C
P1467,W114,218,96,17.61,2026-07-18,Supplier_C
P1098,W111,619,245,92.1,2026-06-04,Supplier_D
P1408,W109,504,91,86.39,2026-03-02,Supplier_A
P1071,W100,842,238,98.51,2026-06-16,Supplier_B
P1423,W110,20,240,40.79,2026-05-05,Supplier_C
P1183,W113,978,97,58.46,2026-06-15,Supplier_C
P1246,W117,121,297,106.97,2026-05-09,Supplier_C
P1211,W117,375,158,15.61,2026-04-12,Supplier_C
P1275,W108,667,116,121.27,2026-03-04,Supplier_B
P1351,W113,488,50,117.3,2026-08-30,Supplier_B
P1314,W108,421,162,82.28,2026-01-07,Supplier_B
P1152,W119,808,168,68.55,2026-06-27,Supplier_C
P1335,W100,244,123,55.85,2026-01-21,Supplier_C
P1120,W113,663,198,148.79,2026-03-25,Supplier_C
P1031,W112,434,98,43.31,2026-03-17,Supplier_A
P1046,W112,343,220,32.63,2026-02-03,Supplier_D
P1251,W115,491,169,129.22,2026-07-28,Supplier_D
P1391,W115,54,276,115.13,2026-03-13,Supplier_A
P1065,W103,33,220,116.03,2026-07-11,Supplier_A
P1077,W119,16,188,61.58,2026-04-24,Supplier_A
P1139,W106,660,189,32.29,2026-03-30,Supplier_C
P1461,W106,95,296,44.72,2026-04-03,Supplier_C
P1230,W109,491,262,81.37,2026-05-21,supplier_c
P1271,W115,997,289,17.76,2026-01-05,Supplier_A
P1064,W100,444,222,21.01,2026-05-31,Supplier_D
P1050,W109,699,249,22.53,2026-01-09,Supplier_C
P1413,W109,668,298,15.67,2026-09-12,Supplier_B
P1383,W108,0,261,104.33,2026-05-31,Supplier_D
P1487,W111,955,235,111.7,2026-04-12,Supplier_D
P1373,W102,628,216,52.37,2026-05-05, 
P1147,W106,511,244,23.63,2026-05-16,Supplier_B
P1305,W100,521,120,61.88,2026-02-10,Supplier_C
P1358,W101,576,168,5.4,2026-07-28,Supplier_D
P1328,W100,145,74,27.23,2026-03-13,Supplier_A
P1371,W111,899,294,63.81,2026-05-05,
P1408,W104,454,199,17.42,2026-03-16,Supplier_D
P1394,W107,462,167,77.9,2026-06-14, Supplier_C 
P1278,W100,938,180,54.49,2026-03-10,Supplier_C
P1492,W105,972,61,136.45,2026-09-13,Supplier_B
P1042,W104,269,287,142.61,2026-05-22,Supplier_A
P1482,W113,578,219,77.21,2026-06-07,Supplier_A
P1130,W117,566,149,2.43,2026-01-14,Supplier_B
P1494,W109,12,91,100.48,2026-03-13,Supplier_B
P1396,W110,203,107,95.75,2026-02-27,Supplier_C
P1260,W118,118,69,80.11,2026-04-11,Supplier_B
P1083,W103,802,186,3.81,2026-04-18,Supplier_C
P1218,W115,948,267,64.51,2026-03-11,Supplier_D
P1479,W105,582,83,88.72,2026-03-19,Supplier_D
P1343,W110,46,287,115.19,2026-09-03,Supplier_C
P1362,W102,523,275,109.27,2026-08-05,Supplier_A
P1101,W115,945,243,102.71,2026-01-11,Supplier_C
P1337,W113,890,190,64.95,2026-04-16,Supplier_B
P1283,W117,654,205,60.32,2026-04-03,Supplier_A
P1051,W100,20,183,120.07,2026-03-05,Supplier_C
P1146,W104,439,207,142.27,2026-02-22,Supplier_D
P1047,W109,23,133,109.3,2026-07-30,Supplier_A
P1457,W103,846,265,129.92,2026-06-17,Supplier_C
P1418,W102,306,202,42.44,2026-09-14,
P1488,W109,166,128,147.04,2026-01-20,Supplier_B
P1477,W112,987,210,91.8,2026-07-18,Supplier_C
P1182,W118,239,272,120.04,2026-05-13,Supplier_A
P1470,W109,4,185,27.72,2026-04-20,Supplier_C
P1453,W108,9,143,148.08,2026-07-10,Supplier_C
P1342,W112,612,144,100.83,2026-06-19,Supplier_D
P1248,W102,33,96,144.55,2026-02-02,Supplier_A
P1386,W113,629,62,84.48,2026-03-13,Supplier_C
P1434,W104,280,287,66.75,2026-08-06,Supplier_C
P1360,W108,354,279,128.66,2026-07-26,Supplier_D
P1205,W113,611,120,138.77,2026-05-01,Supplier_D
P1014,W118,947,183,102.43,2026-02-27,
P1162,W116,259,272,88.66,2026-01-16,Supplier_D
P1384,W119,506,134,21.94,2026-06-15,Supplier_D
P1204,W113,776,269,25.85,2026-05-06,Supplier_A
P1252,W104,214,298,98.61,2026-01-05,Supplier_A
P1185,W102,787,61,146.7,2026-08-20,Supplier_C
P1234,W102,132,244,89.25,2026-07-20,Supplier_B
P1032,W109,269,230,123.12,2026-01-15,Supplier_A
P1059,W104,17,294,2.36,2026-06-01,Supplier_C
P1395,W118,315,89,103.71,2026-07-12,Supplier_A
P1000,W101,460,186,6.97,2026-04-13,Supplier_D
P1415,W116,877,218,133.8,2026-06-11,Supplier_C
P1300,W113,346,77,1.28,2026-01-12,Supplier_A
P1153,W107,467,71,141.97,2026-09-12,supplier_c
P1477,W112,658,239,82.48,2026-08-31,Supplier_B
P1338,W103,265,297,47.07,2026-04-30,Supplier_C
P1001,W113,157,103,95.61,2026-02-25,Supplier_B
P1204,W106,473,67,89.67,2026-06-22,Supplier_A
P1123,W105,712,163,103.62,2026-05-01,Supplier_C
P1004,W112,733,233,51.33,2026-08-28,Supplier_D
P1122,W105,291,255,28.8,2026-08-24,Supplier_C
P1406,W117,967,286,36.54,2026-07-05,Supplier_B
P1367,W118,565,154,77.26,2026-05-03,Supplier_C
P1202,W106,297,187,81.41,2026-04-22,Supplier_A
P1364,W116,985,162,35.55,2026-06-29,Supplier_B
P1074,W110,22,119,8.66,2026-05-12,Supplier_A
P1370,W106,914,133,47.84,2026-01-23,Supplier_D
P1302,W114,0,126,32.29,2026-06-11,Supplier_A
P1129,W107,235,96,145.46,2026-05-05,Supplier_D
P1174,W114,397,189,30.11,2026-04-09,Supplier_D
P1336,W111,320,252,91.52,2026-03-28,Supplier_A
P1058,W110,565,220,115.27,2026-05-17,Supplier_A
P1489,W106,777,199,137.62,2026-05-07,Supplier_D
P1270,W116,867,228,1.41,2026-04-11,Supplier_C
P1050,W103,524,206,112.52,2026-06-17,Supplier_C
P1174,W105,172,235,94.03,2026-01-10,Supplier_A
P1312,W106,439,71,124.44,2026-07-21,Supplier_A
P1044,W111,483,164,32.0,2026-05-29,SUPPLIER_D
P1079,W103,156,197,17.85,2026-06-05,Supplier_D
P1334,W119,12,292,120.47,2026-05-05,Supplier_A
P1272,W105,728,166,143.89,2026-04-22,Supplier_A
P1490,W100,604,123,143.26,2026-01-11,Supplier_A
P1259,W102,259,273,38.85,2026-03-24,Supplier_D
P1387,W112,227,279,106.89,2026-06-15,Supplier_C
P1208,W102,753,92,86.04,2026-05-17,Supplier_C
P1099,W110,123,158,7.49,2026-09-13,Supplier_A
P1366,W116,340,264,104.46,2026-02-15,Supplier_D
P1270,W106,188,92,123.4,2026-04-01,Supplier_A
P1432,W103,503,174,86.92,2026-08-31,Supplier_C
P1344,W112,948,164,99.55,2026-01-03,Supplier_B
P1119,W119,625,82,131.14,2026-07-21,Supplier_A
P1381,W109,348,183,64.33,2026-07-13,Supplier_B
P1465,W105,103,167,101.9,2026-05-09,supplier_a
P1192,W107,1,126,111.53,2026-06-08,Supplier_D
P1196,W111,236,239,3.9,2026-07-06,Supplier_C
P1392,W100,912,216,55.45,2026-07-28,Supplier_C
P1270,W116,309,181,52.93,2026-09-05,Supplier_B
P1225,W105,593,270,74.45,2026-07-12,Supplier_D
P1300,W103,637,282,16.7,2026-03-29,Supplier_B
P1130,W104,838,127,46.33,2026-07-23,Supplier_D
P1123,W114,146,225,70.7,2026-09-14,Supplier_A
P1356,W111,121,69,34.02,2026-07-02,Supplier_C
P1286,W109,640,264,19.8,2026-06-11,Supplier_B
P1264,W117,298,195,53.28,2026-02-26,Supplier_D
P1138,W111,531,127,120.8,2026-03-17,Supplier_B
P1198,W100,919,133,72.13,2026-09-03,Supplier_B
P1009,W103,305,108,5.59,2026-01-28,Supplier_A
P1098,W105,926,118,121.36,2026-02-18,Supplier_C
P1245,W119,266,80,31.22,2026-02-22,Supplier_A
P1345,W119,7,238,17.82,2026-04-15,Supplier_C
P1423,W105,653,192,128.65,2026-08-04,Supplier_D
P1446,W112,683,58,108.28,2026-01-29,Supplier_A
P1355,W100,69,145,81.09,2026-07-22,Supplier_C
P1374,W114,771,61,110.56,2026-04-26,Supplier_D
P1104,W108,602,239,116.57,2026-09-12,Supplier_A
P1431,W102,824,112,22.47,2026-01-07,Supplier_C
P1237,W119,940,293,96.43,2026-06-14,Supplier_C
P1093,W103,33,148,5.37,2026-06-22,Supplier_D
P1270,W105,94,258,5.47,2026-06-07,Supplier_B
P1303,W110,261,115,108.43,2026-07-02,Supplier_B
P1476,W116,495,77,56.54,2026-07-29,Supplier_D
P1308,W105,218,100,12.2,2026-06-22,Supplier_A
P1005,W118,966,128,46.39,2026-02-23,Supplier_B
P1442,W112,10,176,138.39,2026-06-21,Supplier_D
P1032,W100,542,224,27.54,2026-05-20,Supplier_D
P1480,W103,225,134,14.39,2026-02-15,Supplier_B
P1362,W107,238,274,76.19,2026-05-23,Supplier_C
P1432,W108,953,167,51.57,2026-04-01,Supplier_C
P1390,W103,429,210,116.65,2026-04-23,Supplier_A
P1326,W111,517,124,85.23,2026-08-03,Supplier_D
P1218,W118,6,209,71.75,2026-02-08,Supplier_A
P1086,W112,483,126,77.06,2026-06-06,
P1488,W113,233,209,1.31,2026-06-11,Supplier_D
P1249,W118,207,247,18.17,2026-01-11,Supplier_A
P1202,W119,394,94,17.97,2026-06-06,
P1463,W112,143,258,121.95,2026-03-05,Supplier_D
P1300,W106,902,128,123.74,2026-04-26,Supplier_B
P1100,W108,846,250,97.86,2026-03-29,Supplier_B
P1296,W102,775,56,119.01,2026-03-21,Supplier_A
P1069,W111,663,136,149.87,2026-07-01,Supplier_D
P1062,W119,137,179,117.76,2026-02-02,Supplier_D
P1000,W108,-16,194,137.32,2026-05-17,Supplier_A
P1230,W117,-15,177,49.26,2026-01-18,Supplier_C
P1495,W113,546,249,31.14,2026-02-13,Supplier_A
P1478,W100,744,245,136.9,2026-01-05,Supplier_B
P1172,W113,371,127,98.98,2026-02-25,Supplier_A
P1218,W116,264,78,134.7,2026-03-04,Supplier_B
P1251,W111,156,179,72.47,2026-01-13,Supplier_D
P1001,W105,901,120,62.08,2026-06-26,Supplier_D
P1173,W118,328,220,36.93,2026-01-18,Supplier_C
P1101,W112,961,192,66.16,2026-06-04,Supplier_C
P1351,W100,-5,83,55.84,2026-06-07,Supplier_A
P1322,W115,196,143,85.2,2026-03-29,Supplier_D
P1342,W110,301,249,3.64,2026-02-22,Supplier_D
P1062,W106,724,54,39.26,2026-08-03,Supplier_B
P1043,W109,928,153,26.73,2026-06-06,Supplier_A
P1117,W115,28,224,89.64,2026-06-12,Supplier_A
P1234,W117,792,160,93.94,2026-01-18,Supplier_C
P1349,W101,845,170,76.17,2026-02-25,Supplier_A
P1041,W114,524,281,132.23,2026-01-18,Supplier_C
P1057,W112,9,67,133.31,2026-07-23,Supplier_A
P1456,W112,796,117,141.93,2026-04-26,Supplier_D
P1187,W110,681,65,137.36,2026-06-19,Supplier_B
P1358,W102,777,150,130.02,2026-07-02,Supplier_C
P1390,W112,439,133,21.88,2026-02-21,Supplier_D
P1196,W104,2,216,41.92,2026-09-09,Supplier_B
P1047,W112,621,238,141.8,2026-03-15,Supplier_B
P1330,W117,724,143,124.93,2026-07-24,Supplier_A
P1305,W111,246,219,109.76,2026-04-08,
P1315,W117,820,197,141.03,2026-05-30,
P1148,W100,120,260,67.21,2026-05-20,Supplier_A
P1272,W106,405,84,149.9,2026-07-02,Supplier_D
P1433,W118,324,59,16.16,2026-06-13,Supplier_C
P1170,W119,737,71,53.0,2026-08-02,Supplier_A
P1471,W114,882,220,105.29,2026-07-10,
P1291,W108,655,269,101.85,2026-03-23,Supplier_A
P1413,W104,699,189,71.4,2026-05-29,Supplier_A
P1073,W116,760,183,147.82,2026-09-10,Supplier_D
P1269,W100,353,157,47.16,2026-08-02,Supplier_A
P1404,W105,396,211,34.4,2026-03-11,Supplier_C
P1071,W104,494,71,142.0,2026-06-11,Supplier_D
P1487,W109,786,200,122.82,2026-05-10,Supplier_C
P1306,W119,616,87,5.68,2026-07-02,Supplier_D
P1319,W119,859,291,20.24,2026-09-13,Supplier_B
P1005,W115,948,172,60.73,2026-03-10,Supplier_D
P1029,W117,359,201,139.75,2026-03-18,Supplier_C
P1477,W104,661,153,125.74,2026-01-25,Supplier_C
P1055,W107,974,260,81.4,2026-07-09,Supplier_D
P1495,W102,895,133,78.31,2026-01-23,supplier_d
P1101,W116,11,171,40.98,2026-03-03,Supplier_B
P1065,W116,165,281,69.74,2026-02-13,Supplier_D
P1319,W101,982,79,80.02,2026-07-16,Supplier_D
P1214,W117,465,270,52.93,2026-01-12,Supplier_B
P1168,W103,550,73,47.08,2026-01-12,Supplier_A
P1336,W105,841,154,111.07,2026-03-13,Supplier_A
P1355,W118,129,160,27.88,2026-08-08,Supplier_A
P1327,W109,644,87,78.18,2026-06-04,Supplier_C
P1414,W109,892,240,107.42,2026-08-12,Supplier_A
P1320,W113,768,240,119.2,2026-09-01,SUPPLIER_C
P1388,W106,810,73,12.92,2026-08-23,Supplier_D
P1048,W105,173,95,131.47,2026-09-11,Supplier_A
P1162,W118,787,196,8.48,2026-08-10,Supplier_A
P1037,W118,123,145,135.49,2026-03-04,
P1122,W111,696,274,54.38,2026-04-01,Supplier_C
P1126,W108,514,248,125.14,2026-01-25,Supplier_C
P1303,W101,800,118,114.17,2026-03-09,Supplier_A
P1316,W107,146,140,147.61,2026-08-27,Supplier_A
P1154,W110,792,162,38.47,2026-07-25,Supplier_B
P1119,W108,407,244,77.45,2026-05-07,Supplier_A
P1303,W117,362,71,133.17,2026-08-14,Supplier_C
P1067,W100,21,224,113.66,2026-08-17,Supplier_B
P1361,W111,10,139,71.36,2026-06-24,Supplier_B
P1100,W111,270,156,96.56,2026-06-27,Supplier_D
P1195,W116,115,169,112.21,2026-07-04,Supplier_B
P1201,W105,460,260,94.1,2026-08-15,Supplier_C
P1338,W117,841,236,139.86,2026-06-02,Supplier_D
P1244,W107,707,95,111.4,2026-04-29,supplier_d
P1373,W114,839,225,118.05,2026-02-23,Supplier_C
P1024,W104,606,81,77.61,2026-04-07,Supplier_D
P1377,W117,932,259,29.98,2026-07-16,Supplier_A
P1481,W113,383,170,42.13,2026-07-15,Supplier_B
