order_id,order_date,customer_id,customer_name,customer_segment,customer_region,product_id,quantity,order_value,payment_status,order_status,delivery_status,carrier,delivery_cost,expected_date,actual_date,delivery_delay_days,ticket_category,priority,sentiment,stock_available,reorder_level,daily_demand,supplier
O101528,2026-01-10,C13792,Customer_3793,Basic,Mumbai,P1100,1,6393.60,Pending,Returned,Delivered,FedEx,408.59,2026-07-26,2026-07-30,4,Account,Medium,Negative,326,113,120.77,Supplier_C
O101529,2026-05-29,C12427,Customer_2428,Standard,Delhi,P1425,1,20635.15,Paid,Cancelled,Delivered,FedEx,1376.85,2026-01-14,2026-01-19,5,NULL,NULL,NULL,956,135,67.23,Supplier_D
O101530,2026-09-10,C13255,Customer_3256,Standard,,P1451,4,3964.08,Paid,Completed,Delayed,Delhivery,92.56,2026-06-25,2026-06-30,5,NULL,NULL,NULL,295,75,43.51,Supplier_B
O101531,2026-01-13,C11851,Customer_1852,,Delhi,P1009,7,6751.07,Pending,Completed,Delivered,FedEx,429.93,2026-07-04,2026-07-10,6,NULL,NULL,NULL,477,159,114.79,Supplier_B
O101532,2026-08-01,C12879,Customer_2880,Standard,Hyderabad,P1243,6,18397.53,Paid,Completed,Delivered,FedEx,1338.23,2026-06-17,2026-06-20,3,Delivery,Medium,Negative,897,218,35.74,Supplier_A
O101533,2026-02-04,C10087,Customer_88,Premium,Chennai,P1122,5,4404.12,Paid,Completed,Delivered,Delhivery,1165.93,2026-03-26,2026-03-25,-1,Delivery,Low,Negative,788,162,91.76,Supplier_B
O101534,2026-01-21,C13152,Customer_3153,Premium,Kolkata,P1149,4,20752.43,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221,297,25.54,Supplier_B
O101535,2026-04-13,C12689,Customer_2690,,Delhi,P1382,7,12415.76,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,710,187,125.80,Supplier_D
O101536,2026-01-19,C11436,Customer_1437,Standard,Kolkata,P1158,4,11355.03,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181,228,100.67,Supplier_A
O101537,2026-04-17,C11669,Customer_1670,Premium,Kolkata,P1483,4,3640.80,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,Medium,Negative,376,78,127.90,Supplier_A
O101538,2026-04-28,C11307,Customer_1308,Basic,Mumbai,P1252,4,17087.56,Failed,Completed,Delivered,Delhivery,591.06,2026-03-02,2026-03-08,6,Product,Low,Negative,214,298,98.61,Supplier_A
O101539,2026-09-09,C12098,Customer_2099,Basic,chennai,P1331,4,22134.83,Paid,Completed,In Transit,FedEx,644.81,2026-02-17,2026-02-22,5,Refund,Medium,Neutral,501,286,123.14,Supplier_D
O101540,2026-01-04,C10435,Customer_436,Standard,Kolkata,P1200,3,17395.06,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Neutral,259,155,4.06,Supplier_D
O101541,2026-06-28,C13382,Customer_3383,Premium,Hyderabad,P1283,7,8127.05,Pending,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,939,68,85.48,Supplier_C
O101542,2026-02-11,C11913,Customer_1914,Standard,Bangalore,P1097,6,17560.33,Paid,Completed,In Transit,DHL,765.09,2026-04-07,2026-04-07,0,Payment,Medium,Neutral,424,92,73.31,Supplier_C
O101543,2026-07-08,C10172,Customer_173,Standard,Mumbai,P1452,5,12895.58,Failed,Completed,Delivered,BlueDart,1410.17,2026-08-30,2026-09-02,3,NULL,NULL,NULL,336,280,67.72,Supplier_B
O101544,2026-03-26,C12213,Customer_2214,Standard,Hyderabad,P1221,5,21387.14,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,458,94,50.13,Supplier_B
O101545,2026-07-23,C13725,Customer_3726,Basic,Pune,P1207,6,11653.28,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Critical,Negative,526,268,54.68,Supplier_D
O101546,2026-04-19,C10350,Customer_351,Premium,Chennai,P1274,5,6161.38,Pending,Completed,In Transit,DHL,1186.02,2026-09-08,2026-09-12,4,NULL,NULL,NULL,492,55,89.14,Supplier_C
O101547,2026-03-19,C10493,Customer_494,Basic,Mumbai,P1333,3,2801.03,Paid,Cancelled,In Transit,EcomExpress,1064.74,2026-07-31,2026-08-03,3,NULL,NULL,NULL,946,266,37.45,Supplier_D
O101548,2026-01-04,C11549,Customer_1550,Basic,Chennai,P1046,3,7242.35,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,471,63,88.45,Supplier_C
O101549,2026-05-25,C12944,Customer_2945,Standard,,P1114,6,14219.44,Paid,Completed,In Transit,DHL,500.06,2026-05-21,2026-05-26,5,NULL,NULL,NULL,87,122,4.31,Supplier_A
O101550,2026-05-17,C12420,Customer_2421,Premium,Pune,P1407,3,4500.05,Paid,Completed,Lost,EcomExpress,1094.28,2026-06-16,2026-06-20,4,Delivery,Medium,Neutral,143,258,18.78,Supplier_B
O101551,2026-07-11,C11833,Customer_1834,Premium,,P1183,1,1282.10,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,608,129,138.42,Supplier_D
O101552,2026-07-18,C13974,Customer_3975,Basic,Bangalore,P1369,5,11386.42,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,838,102,121.22,Supplier_B
O101553,2026-03-23,C10743,Customer_744,Standard,Mumbai,P1010,2,8881.57,Pending,Returned,In Transit,Delhivery,656.91,2026-06-01,2026-06-01,0,NULL,NULL,NULL,24,170,104.50,Supplier_D
O101554,2026-04-14,C13289,Customer_3290,Basic,Mumbai,P1076,4,10683.65,Paid,Completed,Delivered,BlueDart,697.35,2026-01-16,2026-01-17,1,Payment,Low,Positive,958,155,18.28,Supplier_B
O101555,2026-05-12,C10495,Customer_496,Basic,Chennai,P1329,7,11517.10,Paid,Completed,Delivered,EcomExpress,992.57,2026-02-08,2026-02-14,6,NULL,NULL,NULL,336,263,119.31,Supplier_C
O101556,2026-06-21,C10719,Customer_720,Basic,Hyderabad,P1220,1,19221.94,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909,213,4.20,Supplier_A
O101557,2026-04-11,C11182,Customer_1183,Basic,Chennai,P1486,1,24034.89,Paid,Completed,In Transit,DHL,650.70,2026-07-09,2026-07-11,2,NULL,NULL,NULL,178,57,133.46,Supplier_B
O101558,2026-06-17,C13495,Customer_3496,Standard,Pune,P1346,4,6778.43,Paid,Completed,Delivered,BlueDart,116.44,2026-02-20,2026-02-22,2,NULL,NULL,NULL,635,271,18.63,Supplier_B
O101559,2026-05-14,C11778,Customer_1779,STANDARD,Hyderabad,P1053,1,23577.25,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,958,209,105.03,Supplier_D
O101560,2026-07-21,C11584,Customer_1585,Standard,Mumbai,P1058,3,5940.88,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,59,25.15,Supplier_A
O101561,2026-03-03,C11964,Customer_1965,Standard,Mumbai,P1192,1,18947.14,Failed,Returned,In Transit,Delhivery,464.49,2026-05-29,2026-06-04,6,NULL,NULL,NULL,661,65,6.04,Supplier_A
O101562,2026-05-27,C12525,Customer_2526,Premium,Pune,P1031,7,17129.25,Failed,Processing,Delivered,Delhivery,211.91,2026-02-26,2026-03-03,5,NULL,NULL,NULL,33,252,26.73,Supplier_A
O101563,2026-08-20,C11695,Customer_1696,Premium,,P1145,5,1589.89,Paid,Completed,Delivered,DHL,769.93,2026-06-13,2026-06-18,5,NULL,NULL,NULL,187,211,2.06,Supplier_D
O101564,2026-01-15,C13853,Customer_3854,Standard,delhi,P1131,7,18205.57,Pending,Returned,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Medium,Neutral,890,51,149.89,Supplier_A
O101565,2026-08-17,C10541,Customer_542,Basic,Bangalore,P1207,5,22557.73,Paid,Completed,Delivered,EcomExpress,175.46,2026-09-14,2026-09-20,6,NULL,NULL,NULL,526,268,54.68,Supplier_D
O101566,2026-07-27,C11904,Customer_1905,Standard,Pune,P1337,7,23276.49,Failed,Processing,Delivered,DHL,366.43,2026-01-21,2026-01-27,6,NULL,NULL,NULL,220,100,103.57,Supplier_A
O101567,2026-04-15,C11663,Customer_1664,Standard,Pune,P1212,6,17224.28,Paid,Completed,Delayed,Delhivery,1170.19,2026-04-08,2026-04-12,4,Refund,Medium,Neutral,821,271,91.54,Supplier_D
O101568,2026-04-05,C12773,Customer_2774,Basic,Pune,P1178,6,19728.72,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,High,Positive,5,245,106.62,Supplier_C
O101569,2026-02-27,C13855,Customer_3856,Basic,Delhi,P1430,2,2067.08,Paid,Cancelled,Delivered,Delhivery,863.74,2026-04-28,2026-04-26,-2,Refund,High,Neutral,380,107,25.72,Supplier_B
O101570,2026-01-22,C11154,Customer_1155,Premium,Delhi,P1309,5,4282.94,Paid,Completed,Delivered,FedEx,324.20,2026-03-25,2026-03-25,0,NULL,NULL,NULL,609,95,116.65,Supplier_B
O101571,2026-07-18,C13824,Customer_3825,Basic,Bangalore,P1408,4,6783.25,Paid,Cancelled,Delivered,FedEx,1384.97,2026-08-04,2026-08-05,1,Payment,Low,Neutral,652,160,80.49,Supplier_D
O101572,2026-02-24,C13313,Customer_3314,Standard,Pune,P1125,7,13424.06,Paid,Processing,Delayed,BlueDart,1004.19,2026-04-08,2026-04-06,-2,NULL,NULL,NULL,32,129,108.57,Supplier_C
O101573,2026-04-16,C13244,Customer_3245,Standard,Bangalore,P1137,4,9840.25,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Refund,High,Negative,990,80,54.13,Supplier_A
O101574,2026-04-13,C10292,Customer_293,Standard,DELHI,P1390,5,16531.24,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,987,254,30.24,Supplier_B
O101575,2026-06-02,C13765,Customer_3766,,Kolkata,P1381,3,11308.51,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Medium,Negative,21,282,76.65,Supplier_B
O101576,2026-04-20,C13358,Customer_3359,Standard,Delhi,P1244,7,19443.05,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,186,76.80,Supplier_A
O101577,2026-06-05,C12740,Customer_2741,Basic,Kolkata,P1192,5,17925.63,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,661,65,6.04,Supplier_A
O101578,2026-07-04,C10511,Customer_512,Standard,Pune,P1352,3,18757.85,Paid,Completed,Delayed,FedEx,761.74,2026-04-19,2026-04-20,1,NULL,NULL,NULL,5,85,124.48,Supplier_A
O101579,2026-08-26,C11681,Customer_1682,Basic,Mumbai,P1480,6,20772.57,Paid,Completed,Delivered,Delhivery,193.70,2026-01-16,2026-01-15,-1,NULL,NULL,NULL,453,159,142.55,Supplier_D
O101580,2026-01-28,C13363,Customer_3364,Premium,Hyderabad,P1274,4,20905.29,Pending,Returned,Delivered,DHL,602.31,2026-08-27,2026-08-25,-2,Account,Critical,Positive,492,55,89.14,Supplier_C
O101581,2026-04-28,C11751,Customer_1752,Standard,Delhi,P1134,5,19554.94,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747,204,6.12,Supplier_A
O101582,2026-05-10,C11747,Customer_1748,Premium,Delhi,P1494,6,1928.39,Refunded,Completed,Delivered,DHL,643.56,2026-01-11,2026-01-09,-2,NULL,NULL,NULL,919,234,120.86,Supplier_C
O101583,2026-04-22,C11081,Customer_1082,,Hyderabad,P1044,2,15693.12,Paid,Cancelled,Delivered,FedEx,165.34,2026-06-30,2026-07-04,4,NULL,NULL,NULL,363,111,36.21,Supplier_A
O101584,2026-01-13,C10204,Customer_205,Standard,Bangalore,P1360,4,788.80,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Medium,Positive,55,190,3.45,Supplier_A
O101585,2026-06-08,C12053,Customer_2054,Standard,Mumbai,P1461,2,18670.85,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929,186,23.31,Supplier_A
O101586,2026-01-07,C13100,Customer_3101,Basic,Hyderabad,P1037,4,1808.13,,Cancelled,In Transit,Delhivery,642.18,2026-08-04,2026-08-04,0,Refund,High,Neutral,608,120,93.26,Supplier_C
O101587,2026-04-21,C10584,Customer_585,Standard,Pune,P1134,1,24585.41,Paid,Completed,Delayed,Delhivery,686.05,2026-09-21,2026-09-20,-1,Delivery,Medium,Positive,747,204,6.12,Supplier_A
O101588,2026-04-03,C13577,Customer_3578,Standard,Kolkata,P1429,6,15467.73,Paid,Processing,Delivered,DHL,105.31,2026-01-07,2026-01-12,5,NULL,NULL,NULL,458,203,101.47,Supplier_D
O101589,2026-06-20,C12222,Customer_2223,Basic,Mumbai,P1234,1,4795.35,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Critical,Positive,132,244,89.25,Supplier_B
O101590,2026-04-16,C13251,Customer_3252,Basic,Kolkata,P1066,1,11866.50,Paid,Completed,Delivered,Delhivery,1413.66,2026-06-06,2026-06-06,0,Payment,Medium,Negative,35,292,8.00,Supplier_D
O101591,2026-09-13,C12670,Customer_2671,Standard,Bangalore,P1074,2,20718.92,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,853,55,117.45,Supplier_D
O101592,2026-07-18,C10540,Customer_541,Standard,Kolkata,P1263,3,4745.95,,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231,297,61.62,Supplier_B
O101593,2026-06-17,C13629,Customer_3630,Standard,Delhi,P1089,7,13558.35,Paid,Processing,Delivered,BlueDart,1349.23,2026-06-06,2026-06-08,2,Account,Medium,Positive,778,152,81.11,Supplier_B
O101594,2026-08-23,C12874,Customer_2875,Basic,Kolkata,P1101,4,388.44,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,111,94.48,Supplier_D
O101595,2026-07-20,C10142,Customer_143,Basic,Bangalore,P1002,1,19774.13,Paid,Processing,Delivered,FedEx,0.00,2026-02-28,2026-03-02,2,NULL,NULL,NULL,219,56,87.77,Supplier_A
O101596,2026-03-26,C12322,Customer_2323,Premium,Delhi,P1092,2,5106.81,Paid,Cancelled,Lost,FedEx,118.35,2026-05-13,2026-05-13,0,NULL,NULL,NULL,622,270,1.18,Supplier_A
O101597,2026-09-09,C11922,Customer_1923,Standard,Hyderabad,P1011,4,9863.30,Paid,Completed,Delivered,Delhivery,265.57,2026-03-02,2026-03-02,0,NULL,NULL,NULL,875,76,136.87,
O101598,2026-09-03,C13439,Customer_3440,Standard,Kolkata,P1081,1,13397.02,Paid,Completed,In Transit,FedEx,323.42,2026-04-02,2026-04-05,3,Delivery,Critical,Negative,337,277,37.90,Supplier_A
O101599,2026-05-27,C10491,Customer_492,Standard,Hyderabad,P1170,7,3878.08,Paid,Completed,Delivered,FedEx,907.37,2026-06-12,2026-06-13,1,Refund,Low,Positive,831,204,23.13,Supplier_B
O101600,2026-05-08,C12365,Customer_2366,Basic,Bangalore,P1390,1,23188.77,Paid,Completed,Delivered,Delhivery,890.27,2026-09-16,2026-09-17,1,NULL,NULL,NULL,987,254,30.24,Supplier_B
O101601,2026-02-09,C11242,Customer_1243,Standard,Hyderabad,P1349,1,11879.51,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,514,295,54.36,
O101602,2026-02-24,C10983,Customer_984,Standard,,P1233,7,6025.05,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747,219,66.02,SUPPLIER_A
O101603,2026-01-01,C10090,Customer_91,Basic,Mumbai,P1303,2,18458.03,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Medium,Neutral,305,218,18.21,Supplier_B
O101604,2026-01-16,C11329,Customer_1330,Standard,Hyderabad,P1463,3,22387.07,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,180,20.03,Supplier_D
O101605,2026-01-26,C11585,Customer_1586,,Mumbai,P1494,6,22842.97,Paid,Completed,Delayed,DHL,641.82,2026-08-22,2026-08-28,6,NULL,NULL,NULL,919,234,120.86,Supplier_C
O101606,2026-01-06,C11792,Customer_1793,Basic,Hyderabad,P1044,6,10949.01,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363,111,36.21,Supplier_A
O101607,2026-05-21,C12941,Customer_2942,Standard,Mumbai,P1024,7,9178.69,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Low,Negative,737,198,122.52,Supplier_B
O101608,2026-01-01,C11615,Customer_1616,Premium,Delhi,P1003,1,23252.66,Paid,Completed,Delivered,EcomExpress,819.30,2026-05-26,2026-05-29,3,NULL,NULL,NULL,81,171,2.46,Supplier_D
O101609,2026-06-05,C10781,Customer_782,Premium,Pune,P1387,1,1605.10,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,568,118,107.36,Supplier_B
O101610,2026-08-16,C11593,Customer_1594,,Mumbai,P1229,3,18838.34,Failed,Completed,In Transit,Delhivery,472.89,2026-08-09,2026-08-10,1,Refund,High,Positive,167,265,89.22,Supplier_A
O101611,2026-07-15,C10278,Customer_279,Premium,Delhi,P1433,6,4684.47,Paid,Completed,Delayed,FedEx,610.38,2026-08-19,2026-08-22,3,NULL,NULL,NULL,588,260,99.23,Supplier_C
O101612,2026-03-23,C13891,Customer_3892,Standard,Pune,P1441,3,11797.88,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Low,Neutral,752,119,100.43,Supplier_B
O101613,2026-02-19,C10265,Customer_266,Basic,Kolkata,P1448,5,23856.20,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,223,62.48,Supplier_D
O101614,2026-01-28,C10808,Customer_809,Standard,Bangalore,P1381,1,14654.36,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,282,76.65,Supplier_B
O101615,2026-07-08,C11713,Customer_1714,Standard,Delhi,P1361,6,13228.99,Paid,Completed,Delivered,FedEx,995.84,2026-07-08,2026-07-14,6,Payment,Medium,Negative,453,156,116.31,Supplier_D
O101616,2026-04-21,C13736,Customer_3737,Basic,,P1194,7,1826.48,Paid,Processing,Delivered,EcomExpress,864.48,2026-08-26,2026-08-30,4,NULL,NULL,NULL,274,107,65.42,Supplier_B
O101617,2026-04-08,C10715,Customer_716,Basic,Bangalore,P1155,4,7150.31,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,Product,High,Negative,688,137,1.43,Supplier_C
O101618,2026-08-05,C11600,Customer_1601,Standard,Hyderabad,P1109,5,375.36,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,484,170,138.31,Supplier_C
O101619,2026-07-10,C13960,Customer_3961,Standard,,P1458,4,21912.64,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650,224,88.93,Supplier_D
O101620,2026-02-08,C12410,Customer_2411,Basic,Hyderabad,P1164,3,16227.91,Paid,Completed,Delivered,,568.25,2026-04-27,2026-05-03,6,NULL,NULL,NULL,504,238,109.58,Supplier_B
O101621,2026-05-24,C12460,Customer_2461,Standard,Kolkata,P1385,7,3215.28,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,319,117,140.38,Supplier_C
O101622,2026-08-02,C13899,Customer_3900,Premium,Pune,P1328,7,9277.78,Paid,Completed,Delivered,BlueDart,1447.74,2026-02-20,2026-02-26,6,Payment,medium,Neutral,145,74,27.23,Supplier_A
O101623,2026-01-12,C12026,Customer_2027,Standard,Delhi,P1060,6,20341.96,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,164,95.30,supplier_a
O101624,2026-06-02,C10010,Customer_11,Standard,Pune,P1208,5,3765.49,Refunded,Returned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,992,294,62.25,Supplier_B
O101625,2026-01-18,C10124,Customer_125,Standard,Kolkata,P1479,2,5987.55,Paid,Completed,Delayed,EcomExpress,784.19,2026-05-15,2026-05-13,-2,NULL,NULL,NULL,206,271,64.21,Supplier_D
O101626,2026-03-03,C12727,Customer_2728,Standard,Hyderabad,P1124,5,13672.74,Paid,Completed,Delivered,DHL,702.48,2026-05-29,2026-06-02,4,Product,Low,Negative,934,173,4.27,Supplier_D
O101627,2026-06-04,C10846,Customer_847,Standard,Delhi,P1306,5,3880.18,Paid,Completed,Delivered,EcomExpress,827.25,2026-07-04,2026-07-05,1,NULL,NULL,NULL,733,130,99.37,Supplier_C
O101628,2026-03-14,C11915,Customer_1916,Standard,Delhi,P1286,7,9752.85,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411,57,111.44,Supplier_A
O101629,2026-05-15,C12207,Customer_2208,Standard,Chennai,P1084,3,24558.55,Paid,Completed,Delayed,Delhivery,526.11,2026-05-08,2026-05-11,3,NULL,NULL,NULL,3,220,75.13,Supplier_B
O101630,2026-08-22,C12671,Customer_2672,Standard,Pune,P1208,1,13733.13,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,992,294,62.25,Supplier_B
O101631,2026-04-15,C10335,Customer_336,Standard,Hyderabad,P1499,3,17627.74,Paid,Completed,Delayed,,1228.58,2026-03-01,2026-03-05,4,Account,High,Neutral,216,275,115.58,Supplier_A
O101632,2026-03-03,C13042,Customer_3043,Standard,Kolkata,P1233,3,16683.04,Paid,Returned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747,219,66.02,SUPPLIER_A
O101633,2026-01-16,C13683,Customer_3684,Premium,Hyderabad,P1464,3,5529.39,Paid,Completed,Delivered,BlueDart,683.16,2026-07-14,2026-07-16,2,NULL,NULL,NULL,134,247,59.25,Supplier_D
O101634,2026-09-01,C11023,Customer_1024,Basic,Delhi,P1042,4,21199.00,Paid,Completed,Delivered,BlueDart,337.60,2026-01-18,2026-01-24,6,NULL,NULL,NULL,927,279,108.43,Supplier_D
O101635,2026-03-31,C11523,Customer_1524,Basic,Kolkata,P1474,6,3314.64,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Medium,Neutral,290,208,79.88,Supplier_C
O101636,2026-01-08,C12977,Customer_2978,Basic,Chennai,P1283,2,23063.40,Paid,Completed,Delivered,Delhivery,1231.69,2026-03-21,2026-03-21,0,NULL,NULL,NULL,939,68,85.48,Supplier_C
O101637,2026-02-27,C10994,Customer_995,Basic,Kolkata,P1250,4,5636.98,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Refund,High,Neutral,416,211,65.78,
O101638,2026-02-14,C12170,Customer_2171,Premium,Bangalore,P1166,5,23882.18,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,267,4.30,Supplier_C
O101639,2026-05-01,C12641,Customer_2642,Basic,Chennai,P1192,7,20009.70,Paid,Completed,Delayed,EcomExpress,110.28,2026-06-14,2026-06-13,-1,Payment,Low,Negative,661,65,6.04,Supplier_A
O101640,2026-08-22,C13519,Customer_3520,Standard,Bangalore,P1399,3,4523.29,Paid,Completed,Delivered,FedEx,1022.13,2026-07-20,2026-07-20,0,Delivery,Medium,Negative,990,154,5.71,Supplier_D
O101641,2026-05-20,C11382,Customer_1383,Standard,Mumbai,P1066,7,4261.95,Pending,Completed,Delivered,FedEx,693.96,2026-02-02,2026-02-06,4,Product,High,Neutral,35,292,8.00,Supplier_D
O101642,2026-05-19,C11972,Customer_1973,Standard,Delhi,P1206,6,2387.88,Paid,Cancelled,In Transit,BlueDart,86.84,2026-06-22,2026-06-26,4,Account,Medium,Positive,104,241,65.04,Supplier_D
O101643,2026-01-12,C10738,Customer_739,Basic,Delhi,P1323,1,6409.68,Paid,Completed,In Transit,Delhivery,1002.19,2026-03-17,2026-03-20,3,Refund,High,Negative,896,269,39.67,Supplier_C
O101644,2026-09-03,C11231,Customer_1232,,Mumbai,P1035,3,16579.94,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,145,73.03,Supplier_C
O101645,2026-02-02,C10380,Customer_381,Standard,Delhi,P1382,4,13151.47,Paid,Completed,In Transit,DHL,1402.55,2026-03-14,2026-03-14,0,Account,Medium,Neutral,710,187,125.80,Supplier_D
O101646,2026-03-20,C10791,Customer_792,Standard,Mumbai,P1285,6,15449.76,Paid,Completed,Delivered,Delhivery,825.68,2026-02-10,2026-02-09,-1,Refund,High,Positive,430,89,51.19,Supplier_A
O101647,2026-04-21,C11385,Customer_1386,Premium,Bangalore,P1348,2,1069.17,,Completed,Delayed,Delhivery,702.34,2026-07-14,2026-07-15,1,Delivery,Low,Negative,546,101,6.84,Supplier_B
O101648,2026-02-03,C11698,Customer_1699,Basic,,P1278,7,2275.29,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,938,180,54.49,Supplier_C
O101649,2026-07-23,C12829,Customer_2830,Basic,BANGALORE,P1446,4,17391.76,Paid,Completed,Delivered,DHL,1281.92,2026-01-30,2026-01-28,-2,NULL,NULL,NULL,345,146,66.01,Supplier_B
O101650,2026-07-13,C11835,Customer_1836,Standard,Hyderabad,P1452,3,21243.34,Paid,Completed,Delivered,Delhivery,299.47,2026-01-17,2026-01-23,6,NULL,NULL,NULL,336,280,67.72,Supplier_B
O101651,2026-01-16,C10196,Customer_197,Standard,Bangalore,P1174,6,9177.72,Failed,Cancelled,Lost,DHL,1086.26,2026-03-20,2026-03-21,1,Product,Low,Positive,536,264,72.53,Supplier_C
O101652,2026-01-20,C13025,Customer_3026,Premium,Mumbai,P1010,2,4412.12,Paid,Completed,Delivered,FedEx,1275.43,2026-06-06,2026-06-04,-2,Refund,Medium,Positive,24,170,104.50,Supplier_D
O101653,2026-09-12,C12132,Customer_2133,Premium,Hyderabad,P1375,1,7916.38,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,Medium,Neutral,575,184,89.96,Supplier_D
O101654,2026-08-10,C13760,Customer_3761,Basic,Mumbai,P1018,4,10477.14,Paid,Completed,Delivered,BlueDart,486.10,2026-04-06,2026-04-06,0,NULL,NULL,NULL,11,146,70.02,Supplier_C
O101655,2026-08-27,C12542,Customer_2543,Basic,Pune,P1189,6,15864.36,Paid,Completed,In Transit,DHL,253.10,2026-02-03,2026-02-07,4,NULL,NULL,NULL,536,139,123.21,Supplier_D
O101656,2026-07-31,C12137,Customer_2138,Standard,Pune,P1071,4,10413.99,Paid,Processing,Delivered,EcomExpress,889.31,2026-01-16,2026-01-18,2,Delivery,High,Negative,842,238,98.51,Supplier_B
O101658,2026-01-07,C10946,Customer_947,Standard,Kolkata,P1074,5,10209.95,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Positive,853,55,117.45,Supplier_D
O101659,2026-01-23,C10920,Customer_921,Standard,Kolkata,P1380,6,4779.93,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164,206,47.40,Supplier_B
O101660,2026-02-02,C11629,Customer_1630,Standard,Chennai,P1136,2,6434.11,Paid,Completed,Delivered,FedEx,275.83,2026-05-02,2026-05-07,5,NULL,NULL,NULL,118,208,121.83,Supplier_B
